 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,15.147,157.725,0.008,11.696,4.296,2.722,7.089
2,0.003,0.219,0.806,0.099,0.066,1.491,0.081
3,0.031,1.356,0.214,0.597,0.109,5.472,0.255
4,0.016,0.542,0.694,0.212,0.112,1.885,0.154
5,0.375,4.027,0.291,1.085,0.848,1.279,0.960
6,0.167,2.339,0.383,0.768,0.455,1.687,0.591
7,0.225,3.361,0.250,0.853,0.531,1.606,0.673
8,0.374,4.728,0.210,1.166,0.763,1.528,0.943
9,0.041,1.099,0.427,0.462,0.157,2.954,0.269
10,0.237,4.061,0.181,1.225,0.618,1.981,0.870
11,0.242,4.554,0.146,1.690,0.388,4.354,0.810
12,0.529,8.135,0.100,1.695,1.202,1.409,1.427
13,0.198,3.953,0.159,1.174,0.530,2.213,0.789
14,0.119,1.952,0.393,0.599,0.354,1.692,0.460
15,0.082,1.274,0.638,0.510,0.264,1.935,0.367
16,0.073,1.532,0.391,0.496,0.272,1.820,0.367
17,0.027,0.641,0.834,0.228,0.165,1.379,0.194
18,0.027,0.627,0.863,0.224,0.175,1.281,0.198
19,0.261,4.213,0.185,1.414,0.435,3.249,0.785
20,0.027,0.862,0.462,0.369,0.130,2.851,0.219
21,6.328,55.936,0.025,8.408,4.376,1.921,6.066
22,0.037,1.031,0.435,0.412,0.189,2.177,0.279
23,0.030,0.835,0.547,0.350,0.163,2.144,0.239
24,0.367,6.322,0.115,1.406,0.709,1.984,0.998
25,0.018,0.517,0.863,0.200,0.135,1.483,0.164
26,0.064,1.369,0.432,0.528,0.189,2.798,0.315
27,0.039,0.819,0.730,0.310,0.201,1.540,0.250
28,0.564,11.273,0.056,2.130,0.899,2.369,1.384
29,0.046,0.785,0.930,0.298,0.223,1.338,0.258
30,0.009,0.443,0.608,0.196,0.070,2.795,0.117
31,0.091,1.843,0.337,0.722,0.274,2.634,0.445
32,0.041,1.156,0.386,0.476,0.139,3.419,0.257
33,4.284,42.143,0.030,5.675,2.506,2.265,3.771
34,0.045,1.239,0.371,0.533,0.199,2.682,0.326
35,0.189,3.022,0.260,0.875,0.449,1.947,0.627
36,0.060,1.016,0.731,0.418,0.216,1.933,0.300
37,1.410,17.558,0.057,2.706,1.960,1.381,2.303
38,0.031,0.672,0.853,0.267,0.170,1.573,0.213
39,0.016,0.487,0.846,0.196,0.136,1.437,0.163
40,1.097,16.573,0.050,2.775,1.374,2.020,1.953
41,0.019,0.487,1.000,0.183,0.140,1.305,0.160
42,0.008,0.418,0.550,0.193,0.053,3.682,0.101
43,0.011,0.501,0.567,0.224,0.099,2.264,0.149
44,0.085,1.532,0.458,0.510,0.382,1.336,0.442
45,0.007,0.318,0.916,0.137,0.087,1.578,0.109
46,0.158,3.319,0.181,1.008,0.361,2.793,0.603
47,0.007,0.283,1.000,0.111,0.088,1.265,0.098
48,0.049,1.585,0.247,0.665,0.185,3.599,0.351
49,0.059,0.955,0.816,0.361,0.256,1.412,0.304
50,0.009,0.373,0.830,0.157,0.086,1.824,0.116
51,0.027,0.616,0.882,0.251,0.158,1.591,0.199
52,0.528,8.115,0.101,1.775,0.974,1.823,1.315
53,0.006,0.307,0.856,0.126,0.086,1.466,0.104
54,0.028,0.814,0.534,0.337,0.154,2.186,0.228
55,0.013,0.402,0.976,0.151,0.123,1.229,0.136
56,0.036,0.944,0.505,0.403,0.161,2.504,0.255
57,1.896,27.321,0.032,3.747,1.997,1.876,2.735
58,0.072,1.433,0.439,0.597,0.175,3.413,0.323
59,0.011,0.452,0.699,0.180,0.099,1.820,0.134
60,0.099,1.936,0.331,0.753,0.266,2.829,0.448
61,0.006,0.338,0.707,0.144,0.070,2.062,0.101
62,0.746,8.821,0.121,2.052,0.965,2.127,1.407
63,0.048,1.530,0.258,0.498,0.265,1.880,0.363
64,0.069,1.484,0.395,0.642,0.219,2.939,0.375
65,0.024,0.767,0.511,0.267,0.175,1.526,0.216
66,0.102,2.531,0.201,0.881,0.268,3.287,0.486
67,0.066,1.243,0.541,0.393,0.280,1.405,0.332
68,0.232,4.463,0.146,1.023,0.594,1.722,0.779
69,0.011,0.468,0.633,0.200,0.083,2.419,0.128
70,0.059,1.033,0.693,0.423,0.208,2.031,0.297
71,0.018,0.476,0.984,0.183,0.140,1.305,0.160
72,0.009,0.367,0.886,0.157,0.092,1.697,0.120
73,0.044,0.915,0.657,0.336,0.224,1.499,0.275
74,0.055,1.351,0.376,0.607,0.157,3.860,0.309
75,0.017,1.012,0.214,0.460,0.066,6.951,0.175
76,0.016,0.522,0.736,0.205,0.129,1.592,0.162
77,0.068,0.996,0.866,0.361,0.257,1.402,0.305
78,0.051,0.944,0.726,0.313,0.260,1.205,0.285
79,0.331,5.768,0.125,1.761,0.712,2.475,1.120
80,0.031,0.800,0.602,0.263,0.196,1.342,0.227
81,0.007,0.487,0.374,0.200,0.076,2.612,0.124
82,0.017,0.596,0.596,0.204,0.149,1.372,0.174
83,0.019,0.563,0.742,0.251,0.088,2.864,0.148
84,0.072,1.591,0.356,0.564,0.276,2.044,0.394
85,0.049,1.357,0.337,0.565,0.178,3.171,0.317
86,0.029,0.651,0.862,0.243,0.189,1.284,0.215
87,0.137,2.460,0.284,0.724,0.469,1.542,0.583
88,0.036,0.779,0.754,0.347,0.149,2.339,0.227
89,0.042,1.223,0.353,0.495,0.184,2.693,0.302
90,0.036,0.680,0.981,0.238,0.210,1.133,0.224
91,0.007,0.297,0.960,0.111,0.099,1.118,0.105
92,0.029,0.606,0.985,0.221,0.175,1.265,0.197
93,0.040,1.010,0.498,0.374,0.231,1.619,0.294
94,0.046,0.915,0.690,0.378,0.193,1.962,0.270
95,0.034,0.736,0.789,0.287,0.183,1.568,0.229
96,0.370,8.270,0.068,2.022,0.797,2.535,1.270
97,0.059,1.299,0.438,0.493,0.269,1.836,0.364
98,0.010,0.497,0.515,0.212,0.096,2.212,0.142
99,0.021,0.532,0.926,0.200,0.149,1.342,0.172
100,0.085,1.294,0.634,0.532,0.243,2.193,0.360
101,0.021,0.571,0.803,0.228,0.149,1.537,0.184
102,0.023,0.814,0.430,0.327,0.138,2.365,0.213
103,0.069,1.988,0.218,0.574,0.297,1.933,0.413
104,0.102,1.785,0.402,0.602,0.266,2.258,0.400
105,0.064,1.258,0.511,0.447,0.307,1.459,0.370
106,0.367,4.617,0.216,1.402,0.782,1.792,1.047
107,0.032,0.691,0.856,0.267,0.193,1.385,0.227
108,0.017,0.571,0.637,0.234,0.138,1.688,0.180
109,0.013,0.423,0.949,0.166,0.105,1.581,0.132
110,0.012,0.402,0.953,0.150,0.123,1.221,0.135
111,0.044,1.023,0.523,0.332,0.223,1.488,0.272
112,0.187,4.145,0.136,1.295,0.365,3.547,0.688
113,0.306,4.820,0.165,1.138,0.764,1.489,0.933
114,0.112,1.577,0.568,0.642,0.297,2.159,0.437
115,0.014,0.997,0.178,0.460,0.060,7.646,0.167
116,0.006,0.307,0.856,0.133,0.083,1.606,0.105
117,0.035,0.721,0.843,0.282,0.175,1.612,0.222
118,0.027,0.631,0.861,0.244,0.167,1.462,0.202
119,0.013,0.402,0.976,0.150,0.123,1.221,0.135
120,0.009,0.423,0.668,0.179,0.086,2.080,0.124
121,0.087,1.163,0.809,0.459,0.280,1.640,0.359
122,0.068,1.189,0.602,0.443,0.243,1.824,0.328
123,0.037,0.746,0.830,0.285,0.210,1.357,0.245
124,0.073,1.724,0.310,0.760,0.182,4.178,0.372
125,0.378,6.370,0.117,1.660,0.799,2.078,1.151
126,0.006,0.268,1.000,0.102,0.088,1.166,0.095
127,0.146,3.391,0.159,0.979,0.643,1.524,0.793
128,0.035,0.701,0.886,0.251,0.210,1.193,0.229
129,0.017,0.476,0.950,0.183,0.138,1.321,0.159
130,0.008,0.303,1.000,0.117,0.088,1.342,0.101
131,0.105,1.511,0.578,0.539,0.321,1.680,0.416
132,0.035,0.895,0.548,0.360,0.172,2.093,0.249
133,0.032,0.742,0.741,0.299,0.153,1.961,0.214
134,0.012,0.388,0.974,0.157,0.105,1.491,0.128
135,0.062,1.128,0.609,0.423,0.261,1.619,0.332
136,0.019,0.497,0.951,0.196,0.140,1.398,0.166
137,0.086,1.307,0.633,0.536,0.254,2.112,0.369
138,0.006,0.283,1.000,0.117,0.086,1.364,0.101
139,0.619,7.275,0.147,1.975,0.864,2.285,1.306
140,0.019,0.487,0.992,0.189,0.149,1.275,0.168
141,0.038,0.928,0.559,0.371,0.199,1.865,0.272
142,0.234,5.387,0.101,2.045,0.402,5.088,0.907
143,0.010,0.363,0.965,0.161,0.099,1.630,0.126
144,0.087,1.841,0.324,0.728,0.226,3.217,0.406
145,0.057,1.020,0.684,0.378,0.210,1.799,0.282
146,0.012,0.388,1.000,0.150,0.105,1.424,0.125
147,0.022,0.616,0.730,0.251,0.149,1.685,0.193
148,0.009,0.388,0.795,0.166,0.088,1.897,0.121
149,0.020,0.536,0.884,0.219,0.138,1.585,0.174
150,0.009,0.328,1.000,0.126,0.105,1.202,0.115
151,0.205,3.469,0.214,1.229,0.411,2.989,0.711
152,0.410,6.467,0.123,1.261,0.968,1.302,1.105
153,0.013,0.417,0.954,0.175,0.111,1.571,0.140
154,0.008,0.472,0.449,0.196,0.079,2.471,0.125
155,0.015,0.522,0.708,0.236,0.111,2.114,0.162
156,0.016,0.540,0.686,0.238,0.099,2.404,0.154
157,0.030,1.109,0.310,0.494,0.108,4.564,0.231
158,0.035,0.705,0.875,0.251,0.210,1.193,0.229
159,0.018,0.965,0.240,0.252,0.193,1.311,0.220
160,0.027,0.670,0.746,0.287,0.136,2.109,0.198
161,0.046,1.078,0.497,0.374,0.227,1.649,0.291
162,0.177,3.451,0.186,1.092,0.456,2.395,0.705
163,0.016,0.472,0.898,0.196,0.105,1.863,0.143
164,0.056,1.165,0.517,0.369,0.275,1.342,0.319
165,0.033,0.791,0.664,0.312,0.191,1.632,0.244
166,4.345,48.205,0.023,7.810,3.015,2.590,4.853
167,0.013,0.417,0.954,0.161,0.124,1.304,0.141
168,0.164,2.686,0.285,1.088,0.326,3.338,0.596
169,0.025,0.721,0.614,0.322,0.130,2.467,0.205
170,0.023,0.645,0.684,0.234,0.170,1.375,0.199
171,0.029,0.621,0.960,0.214,0.193,1.110,0.203
172,0.023,0.592,0.836,0.244,0.135,1.803,0.182
173,0.054,0.899,0.843,0.354,0.224,1.577,0.282
174,0.116,1.635,0.545,0.525,0.380,1.383,0.447
175,0.012,0.462,0.722,0.189,0.104,1.823,0.140
176,0.013,0.437,0.887,0.180,0.121,1.485,0.148
177,0.161,3.533,0.162,1.307,0.361,3.619,0.687
178,0.035,0.874,0.574,0.330,0.211,1.567,0.264
179,0.008,0.402,0.595,0.165,0.097,1.701,0.127
180,0.006,0.289,0.971,0.126,0.070,1.803,0.094
181,0.085,1.896,0.298,0.637,0.330,1.930,0.459
182,0.029,0.645,0.878,0.219,0.198,1.108,0.208
183,0.019,0.491,1.000,0.189,0.149,1.269,0.167
184,0.015,0.433,0.986,0.175,0.123,1.429,0.146
185,0.043,0.866,0.714,0.354,0.195,1.820,0.263
186,0.087,1.099,0.903,0.393,0.300,1.310,0.344
187,10.718,117.688,0.010,10.441,5.261,1.985,7.412
188,0.023,0.666,0.660,0.228,0.175,1.300,0.200
189,0.007,0.447,0.423,0.165,0.105,1.572,0.132
190,0.007,0.427,0.507,0.189,0.078,2.408,0.121
191,0.010,0.353,1.000,0.133,0.105,1.269,0.118
192,0.518,6.758,0.143,1.414,0.852,1.659,1.097
193,0.793,11.551,0.075,1.904,1.285,1.482,1.564
194,1.563,17.514,0.064,3.077,1.980,1.554,2.469
195,0.010,0.367,0.972,0.141,0.111,1.267,0.125
196,0.083,1.462,0.487,0.549,0.276,1.988,0.390
197,0.040,0.930,0.579,0.354,0.175,2.022,0.249
198,0.021,0.546,0.864,0.219,0.138,1.588,0.174
199,0.091,1.890,0.321,0.759,0.239,3.178,0.426
200,0.017,0.493,0.904,0.196,0.123,1.597,0.155
201,0.275,6.210,0.089,2.092,0.454,4.611,0.974
202,0.027,0.621,0.880,0.228,0.172,1.330,0.198
203,0.029,0.695,0.758,0.255,0.175,1.456,0.211
204,0.130,2.882,0.197,0.669,0.465,1.438,0.558
205,0.025,0.686,0.678,0.272,0.158,1.725,0.207
206,0.566,10.916,0.060,2.767,0.885,3.128,1.565
207,0.074,1.673,0.333,0.654,0.243,2.688,0.399
208,0.146,3.330,0.165,1.316,0.215,6.123,0.532
209,0.051,0.996,0.645,0.338,0.245,1.380,0.288
210,0.008,0.318,1.000,0.126,0.099,1.275,0.112
211,0.050,1.099,0.520,0.438,0.175,2.502,0.277
