level,Radio_with_normalized_depth_%
0,23.9008
1,29.0868
2,29.0868
3,29.0868
4,29.0868
5,30.7779
6,30.5524
7,30.8906
8,31.3416
9,31.3416
10,33.1454
11,33.7091
12,33.1454
13,33.4837
14,33.7091
15,35.4002
16,35.7384
17,35.9639
18,37.5423
19,39.4589
20,39.2334
21,39.0079
22,39.2334
23,40.0225
24,42.7283
25,43.0665
26,43.1793
27,43.5175
28,45.7723
29,45.8850
30,48.9290
31,48.9290
32,48.3653
33,48.9290
34,49.3799
35,50.0564
36,50.8455
37,50.2818
38,48.4780
39,47.8016
40,47.9143
41,48.1398
42,46.8997
43,46.2232
44,45.2086
45,43.2920
46,43.5175
47,43.6302
48,43.2920
49,42.5028
50,40.6990
51,41.0372
52,42.2773
53,42.5028
54,42.8410
55,41.8264
56,40.8117
57,40.2480
58,40.6990
59,42.6156
60,42.6156
61,41.9391
62,42.1646
63,41.3754
64,41.3754
65,41.9391
66,42.3901
67,43.9684
68,44.6449
69,44.9831
70,44.7576
71,44.4194
72,46.3360
73,46.6742
74,46.4487
75,46.6742
76,45.6595
77,44.5321
78,43.8557
79,42.3901
80,41.7136
81,41.0372
82,41.8264
83,41.2627
84,40.0225
85,38.5569
86,37.9932
87,38.2187
88,37.3168
89,36.7531
90,36.6404
91,37.3168
92,38.1060
93,38.5569
94,39.1206
95,36.9786
96,37.9932
97,39.2334
98,39.2334
99,39.1206
100,39.5716
101,40.2480
102,39.5716
103,38.7824
104,38.7824
105,39.2334
106,38.5569
107,38.2187
108,38.8952
109,39.6843
110,39.7971
111,39.9098
112,39.5716
113,40.6990
114,41.8264
115,41.0372
116,40.3608
117,40.0225
118,40.5862
119,41.2627
120,41.2627
121,40.4735
122,40.9245
123,41.7136
124,42.0519
125,41.1499
126,42.8410
127,42.8410
128,43.2920
129,42.3901
130,42.6156
131,41.4882
132,42.7283
133,43.4047
134,43.8557
135,44.7576
136,44.6449
137,44.4194
138,44.6449
139,44.7576
140,44.7576
141,44.5321
142,44.1939
143,45.2086
144,46.2232
145,46.2232
146,46.7869
147,47.8016
148,48.9290
149,48.7035
150,48.4780
151,48.8162
152,48.4780
153,48.8162
154,48.1398
155,47.8016
156,47.0124
157,46.2232
158,46.6742
159,46.7869
160,46.3360
161,45.7723
162,45.4340
163,45.6595
164,46.2232
165,45.2086
166,45.2086
167,46.5614
168,45.7723
169,43.8557
170,44.7576
171,45.2086
172,45.5468
173,45.2086
174,44.8703
175,44.0812
176,43.8557
177,44.0812
178,44.7576
179,45.5468
180,44.9831
181,43.7430
182,43.2920
183,43.5175
184,44.9831
185,46.1105
186,45.5468
187,45.3213
188,44.6449
189,45.8850
190,46.4487
191,45.6595
192,45.3213
193,45.5468
194,46.1105
195,45.2086
196,46.1105
197,46.2232
198,45.5468
199,44.3067
200,43.0665
201,45.0958
202,42.9538
203,41.3754
204,40.5862
205,40.3608
206,40.8117
207,40.2480
208,38.6697
209,37.5423
210,37.5423
211,36.8658
212,36.8658
213,35.1747
214,37.5423
215,37.8805
216,38.3315
217,37.8805
218,37.4295
219,38.1060
220,37.2041
221,38.8952
222,39.7971
223,39.1206
224,38.6697
225,38.3315
226,37.7678
227,37.5423
228,37.4295
229,36.5276
230,36.0767
231,36.8658
232,36.6404
233,36.5276
234,37.4295
235,38.1060
236,38.6697
237,38.7824
238,38.4442
239,38.7824
240,37.6550
241,38.7824
242,39.0079
243,39.9098
244,40.4735
245,40.9245
246,41.6009
247,41.8264
248,41.8264
249,41.8264
250,41.0372
251,42.2773
252,42.0519
253,41.8264
254,42.0519
255,41.3754
256,40.4735
257,39.7971
258,39.9098
259,39.4589
260,38.6697
261,37.6550
262,35.8512
263,35.1747
264,35.8512
265,34.9493
266,34.8365
267,34.8365
268,34.9493
269,35.1747
270,35.1747
271,34.4983
272,34.4983
273,35.6257
274,37.2041
275,38.4442
276,39.0079
277,38.6697
278,39.5716
279,40.3608
280,40.5862
281,41.2627
282,41.0372
283,41.0372
284,41.8264
285,41.7136
286,42.1646
287,43.0665
288,43.2920
289,42.2773
290,41.9391
291,42.1646
292,42.6156
293,44.0812
294,44.6449
295,43.8557
296,45.4340
297,45.4340
298,45.4340
299,45.7723
300,45.2086
301,44.8703
302,42.3901
303,41.9391
304,42.0519
305,41.2627
306,41.0372
307,41.2627
308,42.1646
309,42.0519
310,41.7136
311,41.2627
312,41.3754
313,41.0372
314,40.1353
315,39.5716
316,39.6843
317,39.9098
318,39.5716
319,39.1206
320,38.2187
321,38.3315
322,38.5569
323,38.8952
324,39.5716
325,39.7971
326,40.3608
327,39.3461
328,39.5716
329,39.0079
330,39.0079
331,39.1206
332,39.6843
333,39.6843
334,40.5862
335,40.0225
336,39.3461
337,39.7971
338,40.2480
339,39.9098
340,41.4882
341,41.3754
342,42.6156
343,43.0665
344,42.3901
345,43.7430
346,44.0812
347,43.6302
348,43.1793
349,42.7283
350,43.5175
351,43.8557
352,44.1939
353,44.0812
354,43.8557
355,43.4047
356,44.9831
357,44.6449
358,43.2920
359,43.1793
360,43.0665
361,42.2773
362,41.8264
363,41.7136
364,41.7136
365,40.6990
366,42.0519
367,40.6990
368,40.1353
369,39.7971
370,38.5569
371,39.0079
372,37.8805
373,37.0913
374,35.7384
375,35.7384
376,36.7531
377,38.5569
378,39.2334
379,37.4295
380,38.7824
381,39.5716
382,39.9098
383,40.6990
384,41.7136
385,42.3901
386,43.2920
387,44.1939
388,44.1939
389,44.3067
390,45.3213
391,44.8703
392,46.8997
393,46.4487
394,47.2379
395,47.1251
396,47.3506
397,45.8850
398,45.4340
399,45.7723
400,45.6595
401,45.9977
402,45.8850
403,46.2232
404,46.1105
405,45.4340
406,45.0958
407,45.8850
408,44.9831
409,44.3067
410,43.8557
411,42.2773
412,42.7283
413,42.5028
414,41.0372
415,42.7283
416,41.2627
417,41.4882
418,41.2627
419,40.0225
420,39.6843
421,40.2480
422,38.4442
423,38.2187
424,39.1206
425,39.2334
426,39.0079
427,39.3461
428,39.4589
429,40.6990
430,40.9245
431,41.7136
432,41.4882
433,41.0372
434,42.1646
435,41.9391
436,41.7136
437,42.9538
438,44.3067
439,44.8703
440,45.9977
441,46.1105
442,47.1251
443,46.1105
444,46.5614
445,46.6742
446,47.1251
447,46.2232
448,45.9977
449,46.1105
450,44.1939
451,44.7576
452,44.4194
453,43.5175
454,43.2920
455,43.2920
456,42.5028
457,42.2773
458,40.8117
459,40.1353
460,40.0225
461,40.8117
462,40.4735
463,40.0225
464,39.9098
465,40.8117
466,40.1353
467,39.3461
468,40.3608
469,40.6990
470,40.9245
471,40.2480
472,41.0372
473,40.0225
474,39.3461
475,39.7971
476,40.6990
477,40.3608
478,39.4589
479,38.8952
480,38.1060
481,37.9932
482,39.0079
483,39.6843
484,39.4589
485,39.0079
486,38.6697
487,37.9932
488,39.1206
489,38.4442
490,38.5569
491,37.5423
492,37.3168
493,38.3315
494,38.3315
495,37.8805
496,37.2041
497,37.4295
498,36.5276
499,36.5276
500,34.0858
501,36.4560
502,36.4560
503,35.8916
504,35.7788
505,36.0045
506,37.0203
507,36.5688
508,37.0203
509,38.7133
510,40.5192
511,39.7291
512,40.0677
513,40.2935
514,40.6321
515,42.3251
516,41.9865
517,42.6637
518,42.2122
519,41.9865
520,42.7765
521,42.8894
522,43.4537
523,44.3567
524,44.4695
525,44.2438
526,44.4695
527,43.9052
528,43.3409
529,42.6637
530,41.9865
531,42.5508
532,43.0023
533,42.7765
534,42.6637
535,42.4379
536,43.0023
537,42.8894
538,43.2280
539,43.9052
540,43.2280
541,42.8894
542,43.6795
543,43.4537
544,43.7923
545,43.5666
546,43.9052
547,45.8239
548,44.3567
549,45.2596
550,45.2596
551,45.7111
552,45.8239
553,46.8397
554,45.8239
555,47.2912
556,46.8397
557,46.1625
558,46.3883
559,46.5011
560,46.7269
561,47.0655
562,45.3725
563,42.6637
564,41.9865
565,41.4221
566,41.6479
567,41.1964
568,40.4063
569,39.6163
570,38.3747
571,37.8104
572,38.2619
573,37.6975
574,38.2619
575,38.3747
576,38.4876
577,38.6005
578,38.9391
579,39.1648
580,38.2619
581,38.4876
582,38.3747
583,38.4876
584,38.4876
585,38.7133
586,38.2619
587,37.5847
588,37.4718
589,37.2460
590,38.7133
591,38.8262
592,38.7133
593,39.6163
594,39.3905
595,40.4063
596,39.9549
597,38.2619
598,41.0835
599,40.7449
600,39.5034
601,40.5192
602,41.3093
603,41.8736
604,42.7765
605,42.7765
606,42.6637
607,41.6479
608,41.9865
609,41.9865
610,42.0993
611,43.0023
612,42.8894
613,42.6637
614,41.8736
615,40.7449
616,40.2935
617,39.8420
618,39.1648
619,38.6005
620,37.3589
621,36.3431
622,36.9074
623,37.5847
624,36.7946
625,35.7788
626,36.5688
627,37.1332
628,38.6005
629,38.3747
630,37.6975
631,37.3589
632,37.2460
633,37.0203
634,36.9074
635,37.0203
636,36.5688
637,37.9233
638,37.1332
639,35.7788
640,35.3273
641,36.2302
642,36.9074
643,37.1332
644,36.6817
645,35.5530
646,35.7788
647,35.7788
648,36.3431
649,36.5688
650,36.5688
651,34.9887
652,35.3273
653,35.6659
654,34.4244
655,34.1986
656,33.2957
657,32.8442
658,33.0700
659,33.8600
660,33.2957
661,33.7472
662,32.9571
663,33.6343
664,35.1016
665,33.9729
666,33.9729
667,33.6343
668,33.6343
669,35.8916
670,35.3273
671,35.4402
672,35.1016
673,34.5372
674,35.5530
675,36.1174
676,36.7946
677,36.7946
678,36.0045
679,35.2144
680,35.7788
681,36.2302
682,37.1332
683,36.4560
684,37.1332
685,37.4718
686,36.9074
687,36.9074
688,37.6975
689,37.8104
690,38.7133
691,38.2619
692,37.8104
693,38.0361
694,37.5847
695,38.2619
696,37.4718
697,38.3747
698,39.0519
699,38.1490
700,38.4876
701,39.2777
702,39.2777
703,39.6163
704,38.9391
705,38.7133
706,39.2777
707,40.9707
708,40.0677
709,39.0519
710,38.9391
711,38.3747
712,37.8104
713,36.0045
714,35.5530
715,35.4402
716,35.8916
717,35.2144
718,35.5530
719,34.8758
720,34.9887
721,34.7630
722,36.0045
723,35.3273
724,35.7788
725,37.0203
726,37.0203
727,36.7946
728,35.5530
729,36.5688
730,36.3431
731,35.1016
732,35.1016
733,34.9887
734,36.9074
735,36.5688
736,36.0045
737,37.2460
738,37.5847
739,38.0361
740,36.9074
741,37.1332
742,37.1332
743,37.1332
744,37.4718
745,37.6975
746,38.9391
747,38.7133
748,38.8262
749,38.8262
750,38.0361
751,38.8262
752,38.6005
753,39.8420
754,39.8420
755,39.9549
756,41.1964
757,40.6321
758,41.8736
759,42.0993
760,43.1151
761,43.4537
762,42.8894
763,43.3409
764,43.1151
765,43.5666
766,43.4537
767,43.6795
768,44.9210
769,45.5982
770,45.0339
771,45.0339
772,43.9052
773,44.4695
774,42.6637
775,43.4537
776,42.6637
777,41.8736
778,40.4063
779,39.7291
780,38.7133
781,38.2619
782,35.3273
783,35.6659
784,35.7788
785,34.4244
786,33.8600
787,31.4898
788,30.5869
789,30.1354
790,29.7968
791,29.6840
792,29.3454
793,28.8939
794,29.0068
795,28.4424
796,28.8939
797,27.9910
798,28.7810
799,29.0068
800,28.6682
801,29.9097
802,30.3612
803,30.5869
804,31.2641
805,31.3770
806,33.1828
807,34.0858
808,33.2957
809,32.9571
810,33.6343
811,33.9729
812,34.3115
813,33.2957
814,33.2957
815,33.7472
816,35.1016
817,35.3273
818,35.5530
819,34.4244
820,33.9729
821,32.9571
822,33.1828
823,34.3115
824,34.0858
825,34.3115
826,32.9571
827,32.2799
828,31.7156
829,33.4086
830,34.0858
831,34.3115
832,34.5372
833,33.8600
834,33.5593
835,32.6554
836,32.8814
837,33.1073
838,32.9944
839,32.5424
840,32.5424
841,30.9605
842,31.8644
843,31.0734
844,32.6554
845,33.2203
846,33.5593
847,35.1412
848,35.4802
849,35.2542
850,35.0282
851,35.5932
852,35.9322
853,35.9322
854,36.4972
855,36.4972
856,37.0621
857,37.8531
858,37.9661
859,38.8701
860,38.5311
861,38.6441
862,36.7232
863,37.1751
864,37.0621
865,36.9492
866,36.2712
867,34.5763
868,34.5763
869,35.0282
870,36.0452
871,35.2542
872,34.9153
873,35.2542
874,35.2542
875,34.7285
876,35.5204
877,33.7104
878,33.8235
879,33.1448
880,32.5792
881,32.2398
882,32.6923
883,32.2398
884,30.8824
885,29.6380
886,29.9774
887,29.6380
888,29.0724
889,29.1855
890,28.5068
891,27.8281
892,29.0724
893,29.5249
894,30.5430
895,30.6561
896,30.9955
897,31.2217
898,32.4661
899,34.3891
900,34.9548
901,35.9729
902,36.8778
903,37.2172
904,37.8959
905,40.8371
906,43.8914
907,43.8914
908,43.5520
909,43.5520
910,43.0995
911,42.9864
912,43.8914
913,43.2127
914,42.7602
915,42.7602
916,43.8914
917,44.1676
918,40.8834
919,41.1099
920,40.8834
921,40.8834
922,39.6376
923,37.5991
924,36.2401
925,35.2208
926,35.1076
927,35.3341
928,34.3148
929,33.6353
930,33.0691
931,32.2763
932,32.0498
933,31.7101
934,31.1438
935,31.5968
936,32.5028
937,32.0498
938,32.3896
939,32.6161
940,31.9366
941,31.3703
942,31.1438
943,31.2571
944,32.2763
945,31.9366
946,31.7101
947,31.8233
948,32.0498
949,32.0498
950,31.3703
951,31.4836
952,32.6161
953,33.5221
954,32.6161
955,32.6161
956,32.0498
957,32.5028
958,33.4088
959,33.2956
960,33.5221
961,31.0306
962,30.5776
963,31.1438
964,31.0306
965,29.8981
966,29.5583
967,27.9728
968,27.7463
969,27.5198
970,27.7463
971,27.2933
972,26.9536
973,26.2741
974,26.6138
975,26.3873
976,26.0476
977,24.5753
978,23.7826
979,23.6693
980,23.5561
981,23.4428
982,23.8958
983,23.3296
984,23.1031
985,21.2911
986,21.7441
987,21.5420
988,21.1124
989,20.0000
990,19.3622
991,16.9897
992,16.8950
993,16.5714
994,15.6571
995,12.9143
996,9.9429
997,9.3176
998,0.0000
999,0.0000
