 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,64.336,115.313,0.061,25.558,14.938,1.711,19.540
2,0.554,2.710,0.949,0.994,0.714,1.392,0.843
3,0.649,2.888,0.978,1.079,0.873,1.236,0.971
4,10.683,28.269,0.168,8.613,3.016,2.856,5.097
5,0.806,3.468,0.842,1.431,0.842,1.700,1.097
6,0.290,2.981,0.410,1.280,0.317,4.031,0.637
7,0.157,1.533,0.842,0.654,0.317,2.062,0.456
8,0.239,2.028,0.731,0.887,0.397,2.236,0.593
9,4.145,11.272,0.410,4.849,1.421,3.412,2.625
10,21.712,41.558,0.158,13.929,5.894,2.363,9.060
11,0.554,2.682,0.968,0.994,0.794,1.253,0.888
12,0.170,1.440,1.000,0.578,0.397,1.456,0.479
13,9.864,24.960,0.199,7.307,2.868,2.548,4.578
14,1.846,7.757,0.385,3.004,1.104,2.721,1.821
15,0.535,3.356,0.597,1.282,0.786,1.632,1.004
16,1.027,3.673,0.956,1.321,1.111,1.189,1.211
17,0.315,1.982,1.000,0.710,0.635,1.118,0.671
18,1.978,7.010,0.506,2.241,1.728,1.297,1.968
19,1.008,4.169,0.729,1.698,0.954,1.780,1.273
20,0.920,4.300,0.625,1.698,1.010,1.681,1.310
21,4.321,13.741,0.288,3.348,2.958,1.132,3.147
22,0.907,3.495,0.933,1.255,0.952,1.318,1.093
23,5.045,16.869,0.223,6.278,1.981,3.169,3.526
24,0.384,2.187,1.000,0.817,0.635,1.287,0.720
25,0.850,4.599,0.505,1.784,0.890,2.004,1.260
26,0.510,2.655,0.909,1.059,0.714,1.482,0.870
27,5.870,15.503,0.307,6.512,1.587,4.104,3.215
28,0.151,1.328,1.000,0.532,0.397,1.342,0.460
29,1.581,5.795,0.592,2.009,1.171,1.716,1.534
30,0.680,3.337,0.768,1.302,0.898,1.450,1.081
31,0.460,2.636,0.832,1.079,0.673,1.603,0.853
32,0.661,3.112,0.858,1.255,0.714,1.757,0.947
33,3.017,10.215,0.363,4.065,1.585,2.565,2.539
34,0.794,3.224,0.959,1.145,0.952,1.202,1.044
35,1.002,4.757,0.556,1.920,0.969,1.982,1.364
36,1.379,5.384,0.598,1.810,1.341,1.349,1.558
37,1.858,6.224,0.603,2.205,1.508,1.462,1.824
38,1.235,4.328,0.828,1.669,1.065,1.567,1.333
39,0.309,2.048,0.925,0.782,0.556,1.407,0.659
40,0.132,1.935,0.444,0.732,0.397,1.844,0.539
41,0.680,3.085,0.898,1.214,0.794,1.530,0.982
42,0.535,2.729,0.903,1.065,0.712,1.495,0.871
43,2.847,12.147,0.242,4.815,1.358,3.546,2.557
44,0.384,2.206,0.992,0.782,0.714,1.094,0.747
45,0.309,2.094,0.885,0.809,0.556,1.457,0.671
46,12.818,24.469,0.269,10.654,2.222,4.794,4.866
47,0.535,2.617,0.983,0.959,0.714,1.343,0.828
48,0.441,2.477,0.903,0.887,0.728,1.219,0.804
49,0.655,3.375,0.723,1.314,0.828,1.586,1.043
50,0.491,2.682,0.858,1.172,0.635,1.846,0.863
51,0.139,1.328,0.988,0.502,0.397,1.265,0.446
52,0.498,2.748,0.828,1.114,0.635,1.754,0.841
53,1.190,5.140,0.566,2.083,1.032,2.019,1.466
54,0.813,4.738,0.455,1.868,0.826,2.261,1.242
