 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,1.484,9.306,0.215,3.397,1.227,2.769,2.041
2,0.52,4.479,0.326,1.484,0.825,1.799,1.106
3,9.256,46.866,0.053,10.674,5.826,1.832,7.886
4,9.363,53.552,0.041,15.933,4.298,3.707,8.276
5,7.93,32.81,0.093,5.869,3.649,1.608,4.628
6,1.481,7.013,0.378,1.925,1.356,1.419,1.616
7,0.258,1.991,0.819,0.793,0.462,1.716,0.605
8,0.088,1.682,0.392,0.699,0.327,2.14,0.478
9,0.052,2.541,0.101,1.266,0.041,31.016,0.227
10,0.981,10.499,0.112,3.119,1.785,1.747,2.36
11,2.459,22.702,0.06,8.084,1.388,5.825,3.349
12,1.536,12.431,0.125,4.369,1.388,3.148,2.462
13,6.156,28.515,0.095,8.029,2.484,3.233,4.466
14,0.262,5.212,0.121,2.411,0.273,8.836,0.811
15,0.185,1.716,0.789,0.684,0.408,1.676,0.528
16,1.796,13.394,0.126,3.908,1.134,3.447,2.105
17,1.341,9.926,0.171,3.635,1.24,2.932,2.123
18,0.935,8.403,0.166,3.144,0.973,3.23,1.749
19,1.145,9.465,0.161,4.164,0.735,5.668,1.749
20,0.342,3.725,0.309,1.372,0.531,2.584,0.854
21,0.413,3.143,0.525,1.03,0.746,1.382,0.876
22,0.233,2.696,0.403,1.144,0.408,2.802,0.683
23,0.077,1.091,0.809,0.441,0.264,1.671,0.342
24,0.025,1.023,0.3,0.497,0.082,6.083,0.201
25,0.263,2.1,0.75,0.826,0.49,1.687,0.636
26,12.541,62.235,0.041,13.969,6.129,2.279,9.253
27,0.08,1.802,0.31,0.802,0.208,3.855,0.408
28,0.483,2.908,0.718,1.162,0.6,1.935,0.835
29,0.496,2.884,0.75,1.16,0.6,1.934,0.834
30,0.062,0.88,1,0.329,0.286,1.152,0.307
31,0.26,2.144,0.711,0.861,0.499,1.726,0.655
32,0.183,1.587,0.915,0.577,0.449,1.286,0.509
33,0.038,0.683,1,0.274,0.204,1.342,0.236
34,0.038,0.764,0.824,0.329,0.204,1.612,0.259
35,1.748,6.008,0.608,1.953,1.588,1.23,1.761
