 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,0.093,1.214,0.795,0.489,0.305,1.601,0.386
2,0.455,3.883,0.379,1.610,0.606,2.657,0.988
3,0.769,4.144,0.563,1.544,0.989,1.560,1.236
4,6.078,21.389,0.167,6.314,4.158,1.519,5.124
5,1.136,6.005,0.396,1.970,1.221,1.613,1.551
6,0.087,1.366,0.588,0.581,0.305,1.904,0.421
7,0.559,3.425,0.599,1.300,0.905,1.437,1.085
8,1.795,8.332,0.325,3.042,1.309,2.324,1.995
9,0.915,3.973,0.728,1.401,0.992,1.412,1.179
10,1.020,5.160,0.481,1.690,1.046,1.615,1.330
11,2.861,12.911,0.216,3.326,2.536,1.311,2.904
12,0.152,1.582,0.760,0.724,0.305,2.372,0.470
13,0.542,2.859,0.833,1.111,0.702,1.584,0.883
14,0.950,4.431,0.608,1.695,1.099,1.543,1.365
15,4.131,19.010,0.144,5.191,2.807,1.850,3.817
16,0.513,3.794,0.448,1.376,0.797,1.728,1.047
17,0.489,3.030,0.670,1.127,0.814,1.385,0.958
18,9.638,28.295,0.151,8.909,2.837,3.141,5.027
19,2.949,14.469,0.177,5.945,1.365,4.356,2.848
20,0.699,3.191,0.863,1.145,0.916,1.250,1.024
21,0.571,4.952,0.293,2.067,0.808,2.557,1.292
22,0.076,1.150,0.719,0.556,0.153,3.640,0.291
23,0.058,1.545,0.307,0.767,0.076,10.050,0.242
24,18.460,57.515,0.070,11.793,6.260,1.884,8.592
25,0.256,2.301,0.609,0.919,0.458,2.007,0.649
26,0.117,1.761,0.472,0.853,0.153,5.590,0.361
27,0.390,3.946,0.315,1.676,0.518,3.235,0.932
28,14.993,33.311,0.170,10.867,3.930,2.765,6.535
29,0.256,2.606,0.474,1.168,0.366,3.188,0.654
30,24.113,49.142,0.125,12.370,5.220,2.370,8.035
31,0.122,1.340,0.856,0.550,0.339,1.625,0.432
32,15.040,39.595,0.121,11.078,3.623,3.058,6.336
33,0.175,1.932,0.588,0.870,0.305,2.850,0.516
34,0.886,3.649,0.836,1.376,0.840,1.639,1.075
35,3.222,9.993,0.405,3.145,2.128,1.478,2.587
36,0.140,1.277,1.000,0.512,0.382,1.342,0.442
37,0.332,2.211,0.853,0.822,0.534,1.539,0.663
38,0.513,3.578,0.503,1.610,0.580,2.775,0.967
39,0.163,2.435,0.346,1.155,0.229,5.044,0.514
40,0.542,3.083,0.717,1.185,0.687,1.725,0.902
41,0.297,2.167,0.795,0.922,0.489,1.885,0.672
42,2.622,11.579,0.246,3.481,1.713,2.033,2.442
43,0.624,3.128,0.801,1.280,0.611,2.095,0.884
44,1.206,6.113,0.406,2.111,1.026,2.059,1.472
45,0.093,1.169,0.857,0.464,0.305,1.521,0.377
46,0.938,3.902,0.774,1.546,0.972,1.591,1.225
47,2.261,8.772,0.369,2.741,1.756,1.561,2.194
48,2.506,7.811,0.516,2.834,1.688,1.678,2.187
49,0.198,2.740,0.332,1.307,0.229,5.706,0.547
50,2.395,13.530,0.164,4.480,1.633,2.743,2.705
51,0.163,1.582,0.819,0.720,0.382,1.887,0.524
52,14.440,42.931,0.098,9.222,4.196,2.198,6.220
53,0.274,2.751,0.455,1.024,0.534,1.917,0.740
54,44.467,108.847,0.047,22.691,8.612,2.635,13.979
55,0.152,1.411,0.956,0.596,0.382,1.562,0.477
56,19.608,70.530,0.050,11.985,6.156,1.947,8.589
57,1.428,6.716,0.398,2.129,1.312,1.623,1.671
58,0.169,2.059,0.501,0.822,0.440,1.867,0.602
59,1.602,6.300,0.507,2.528,1.298,1.948,1.811
60,4.679,17.226,0.198,4.298,2.362,1.819,3.186
61,1.072,5.789,0.402,2.390,1.103,2.166,1.624
62,24.567,63.416,0.077,13.227,8.617,1.535,10.676
63,2.844,11.165,0.287,3.890,1.817,2.141,2.658
64,5.501,14.978,0.308,4.748,2.902,1.636,3.712
65,4.941,17.018,0.214,5.296,2.334,2.269,3.516
66,0.489,2.930,0.716,1.195,0.687,1.739,0.906
67,0.297,2.580,0.561,1.135,0.519,2.186,0.768
68,0.629,4.818,0.341,1.667,0.943,1.768,1.254
69,0.792,5.097,0.383,1.610,1.080,1.491,1.319
70,0.775,3.623,0.742,1.536,0.724,2.121,1.055
71,0.816,3.228,0.984,1.135,0.992,1.144,1.061
72,0.752,4.665,0.434,1.914,0.763,2.508,1.209
73,0.338,2.841,0.526,1.233,0.482,2.559,0.771
74,3.898,13.701,0.261,4.332,2.173,1.994,3.068
75,0.752,4.017,0.585,1.690,0.621,2.721,1.024
76,47.928,139.677,0.031,22.351,9.505,2.351,14.576
77,0.239,2.777,0.389,1.207,0.402,3.002,0.697
78,0.146,1.430,0.896,0.648,0.376,1.725,0.493
79,0.186,2.859,0.287,1.298,0.307,4.224,0.631
80,1.230,6.076,0.418,2.322,1.129,2.056,1.619
81,0.996,4.397,0.648,1.878,0.785,2.391,1.214
82,2.127,7.606,0.462,2.922,1.241,2.353,1.905
83,0.950,5.089,0.461,1.864,0.889,2.096,1.287
84,0.169,1.493,0.953,0.629,0.382,1.649,0.490
85,0.495,4.028,0.384,1.731,0.631,2.744,1.045
86,0.181,1.601,0.886,0.652,0.444,1.470,0.538
87,0.600,4.378,0.393,1.715,0.756,2.270,1.139
88,1.171,5.313,0.521,2.186,0.937,2.334,1.431
89,0.204,1.735,0.851,0.704,0.382,1.844,0.518
90,0.332,2.148,0.904,0.853,0.534,1.597,0.675
91,0.548,2.841,0.853,1.024,0.821,1.248,0.917
92,1.259,5.916,0.452,2.583,0.785,3.290,1.424
93,1.282,4.829,0.691,2.117,0.958,2.210,1.424
94,2.226,8.098,0.427,3.354,1.277,2.626,2.069
95,0.140,1.385,0.916,0.615,0.378,1.629,0.482
96,0.787,3.586,0.769,1.448,0.687,2.108,0.998
97,3.246,11.921,0.287,4.092,1.605,2.550,2.562
98,0.338,2.670,0.596,0.995,0.555,1.792,0.744
99,0.495,3.667,0.463,1.605,0.533,3.014,0.924
100,1.148,4.810,0.623,1.574,1.270,1.239,1.414
101,0.618,3.425,0.662,1.376,0.685,2.009,0.971
102,0.589,4.136,0.432,1.393,0.724,1.924,1.004
103,1.142,4.486,0.713,1.618,1.152,1.404,1.365
104,14.090,47.138,0.080,12.279,4.195,2.927,7.177
105,0.682,5.547,0.278,2.255,0.667,3.384,1.226
106,0.903,4.836,0.485,1.814,0.899,2.018,1.277
107,0.128,1.232,1.000,0.483,0.382,1.265,0.429
108,0.443,2.733,0.745,1.188,0.625,1.900,0.861
109,0.210,2.104,0.596,0.853,0.382,2.236,0.571
110,0.868,5.231,0.399,2.048,0.772,2.652,1.258
111,0.763,4.937,0.394,2.183,0.614,3.556,1.158
112,0.134,2.319,0.313,1.060,0.327,3.240,0.589
113,4.347,12.640,0.342,3.108,2.629,1.182,2.859
114,0.268,1.843,0.992,0.720,0.534,1.348,0.620
115,2.966,9.888,0.381,3.188,1.685,1.892,2.318
116,0.251,1.951,0.827,0.826,0.478,1.728,0.628
117,2.144,7.856,0.437,3.057,1.213,2.521,1.925
118,2.383,7.867,0.484,2.881,1.379,2.089,1.993
119,0.309,2.211,0.794,0.966,0.458,2.108,0.665
120,0.251,1.843,0.927,0.752,0.458,1.641,0.587
121,1.568,6.013,0.545,2.462,1.145,2.150,1.679
122,4.137,12.711,0.322,3.862,2.030,1.902,2.800
123,0.542,2.770,0.888,1.127,0.702,1.606,0.889
124,0.758,3.883,0.631,1.426,0.763,1.868,1.043
125,0.635,2.967,0.907,1.060,0.901,1.177,0.977
126,11.544,36.271,0.110,7.253,4.090,1.773,5.447
127,0.152,1.430,0.932,0.581,0.382,1.523,0.471
128,0.524,3.559,0.520,1.544,0.534,2.889,0.908
129,0.589,4.475,0.369,1.885,0.523,3.608,0.993
130,3.152,10.868,0.335,3.930,1.468,2.677,2.402
131,1.760,8.928,0.277,4.097,0.614,6.667,1.587
132,2.634,9.907,0.337,3.040,1.907,1.594,2.408
133,1.480,8.325,0.268,2.352,1.424,1.651,1.830
134,0.932,4.810,0.506,1.648,1.180,1.396,1.395
135,4.108,12.774,0.316,3.578,2.332,1.534,2.889
136,0.839,5.499,0.349,2.538,0.549,4.621,1.180
137,0.816,5.071,0.399,2.288,0.546,4.188,1.118
138,2.546,12.908,0.192,4.824,1.342,3.595,2.544
139,1.678,8.556,0.288,3.178,1.440,2.207,2.139
140,0.227,1.735,0.949,0.724,0.382,1.897,0.526
141,1.818,10.707,0.199,2.981,1.546,1.929,2.146
142,0.210,1.690,0.923,0.704,0.486,1.449,0.585
143,0.355,2.427,0.758,0.956,0.561,1.704,0.733
144,0.128,1.430,0.788,0.581,0.382,1.523,0.471
145,0.122,1.322,0.880,0.596,0.376,1.588,0.473
146,0.128,1.232,1.000,0.483,0.382,1.265,0.429
147,0.344,2.688,0.598,1.101,0.584,1.885,0.802
148,10.273,31.519,0.130,8.409,3.182,2.643,5.173
149,2.168,10.697,0.238,3.834,1.384,2.771,2.303
150,0.122,1.169,1.000,0.445,0.382,1.166,0.412
151,0.373,2.599,0.694,1.004,0.611,1.644,0.783
152,0.938,3.596,0.912,1.420,0.918,1.547,1.141
153,0.140,1.493,0.789,0.629,0.382,1.649,0.490
154,34.270,104.693,0.039,14.059,9.841,1.429,11.762
155,2.628,12.826,0.201,4.332,1.800,2.407,2.792
156,0.921,3.820,0.793,1.504,0.833,1.805,1.119
157,11.380,25.403,0.222,7.468,3.196,2.337,4.885
158,0.927,3.857,0.783,1.527,0.972,1.571,1.218
159,0.495,2.770,0.811,1.135,0.656,1.729,0.863
160,3.024,12.510,0.243,3.414,2.225,1.534,2.756
161,0.594,3.812,0.514,1.681,0.692,2.428,1.079
162,0.437,3.165,0.548,1.376,0.532,2.589,0.855
163,0.350,2.770,0.573,1.038,0.568,1.828,0.768
164,2.109,14.077,0.134,3.519,1.889,1.863,2.578
165,0.379,2.733,0.637,1.233,0.451,2.735,0.746
166,0.600,2.949,0.867,0.995,0.862,1.155,0.926
167,2.372,8.530,0.410,3.221,1.452,2.218,2.163
168,1.195,5.060,0.586,1.780,1.069,1.666,1.379
169,1.824,5.555,0.743,2.121,1.362,1.558,1.699
170,0.251,2.491,0.508,0.893,0.510,1.751,0.675
171,6.241,22.138,0.160,6.015,2.800,2.148,4.104
172,0.140,1.474,0.809,0.615,0.382,1.612,0.485
173,0.548,3.038,0.746,1.259,0.611,2.062,0.877
174,0.530,3.299,0.612,1.434,0.549,2.611,0.888
175,0.315,1.951,1.000,0.720,0.611,1.179,0.663
176,1.719,9.085,0.262,3.834,0.965,3.974,1.923
177,0.577,3.146,0.732,1.195,0.765,1.561,0.956
178,0.414,2.517,0.821,0.966,0.599,1.613,0.760
179,2.325,9.762,0.307,2.874,1.722,1.669,2.224
180,8.543,16.481,0.395,5.485,2.941,1.865,4.016
181,0.320,2.104,0.910,0.853,0.534,1.597,0.675
182,0.664,3.165,0.834,1.207,0.807,1.495,0.987
183,0.489,3.712,0.446,1.482,0.770,1.924,1.069
184,0.693,5.402,0.299,2.322,0.606,3.828,1.187
185,4.038,16.676,0.182,4.733,3.012,1.571,3.776
186,0.280,2.104,0.794,0.853,0.534,1.597,0.675
187,1.824,10.421,0.211,2.680,1.345,1.993,1.899
188,0.495,2.599,0.922,0.922,0.810,1.139,0.864
189,0.728,3.533,0.733,1.264,0.918,1.377,1.077
190,0.734,3.444,0.778,1.185,0.975,1.215,1.075
191,9.580,38.764,0.080,7.268,4.533,1.603,5.740
192,0.169,1.996,0.533,0.870,0.359,2.422,0.559
