 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,0.228,2.711,0.390,1.204,0.276,4.366,0.576
2,0.285,3.579,0.280,1.730,0.207,8.360,0.598
3,0.114,1.177,1.000,0.488,0.345,1.414,0.410
4,0.314,2.493,0.635,1.055,0.414,2.550,0.661
5,0.205,2.688,0.356,1.204,0.345,3.493,0.644
6,0.870,5.587,0.350,2.085,0.948,2.200,1.406
7,0.266,1.843,0.985,0.710,0.483,1.471,0.585
8,0.742,4.824,0.401,1.882,0.737,2.553,1.178
9,1.774,7.447,0.402,2.932,1.275,2.301,1.933
10,2.131,11.134,0.216,3.447,1.833,1.881,2.513
11,1.279,5.133,0.610,1.876,1.063,1.765,1.412
12,11.415,46.859,0.065,14.176,3.321,4.268,6.862
13,0.114,1.154,1.000,0.463,0.345,1.342,0.399
14,2.535,12.297,0.211,4.470,1.711,2.613,2.765
15,0.052,1.039,0.609,0.488,0.138,3.536,0.259
16,0.062,0.959,0.846,0.436,0.207,2.108,0.300
17,0.319,2.119,0.892,0.786,0.614,1.280,0.695
18,0.285,1.941,0.952,0.746,0.483,1.545,0.600
19,0.623,5.772,0.235,2.597,0.455,5.709,1.087
20,0.561,3.411,0.606,1.327,0.828,1.603,1.048
21,2.307,10.851,0.246,3.781,1.541,2.453,2.414
22,0.675,3.703,0.619,1.450,0.725,2.000,1.025
23,0.366,2.153,0.993,0.807,0.621,1.301,0.708
24,1.284,6.562,0.375,2.600,1.105,2.353,1.695
25,0.276,2.428,0.588,1.004,0.462,2.172,0.681
26,0.152,1.843,0.563,0.830,0.276,3.010,0.479
27,0.067,1.315,0.484,0.625,0.138,4.528,0.293
28,0.319,2.331,0.737,0.907,0.552,1.644,0.707
29,7.291,26.256,0.133,8.208,3.775,2.174,5.567
30,0.966,6.018,0.335,2.141,1.034,2.070,1.488
31,2.692,10.680,0.297,3.318,1.987,1.670,2.567
32,3.424,15.210,0.186,3.680,2.230,1.650,2.865
33,0.071,1.097,0.746,0.442,0.339,1.302,0.387
34,1.432,8.170,0.270,2.895,1.150,2.518,1.824
35,0.105,1.234,0.863,0.525,0.276,1.904,0.381
36,1.665,8.917,0.263,2.784,1.454,1.915,2.012
37,0.247,2.136,0.681,0.786,0.576,1.364,0.673
38,0.157,1.820,0.596,0.786,0.390,2.016,0.554
39,0.533,2.785,0.863,1.090,0.621,1.757,0.823
40,0.328,2.274,0.798,0.928,0.625,1.485,0.761
41,0.057,0.861,0.967,0.390,0.276,1.414,0.328
42,0.371,2.331,0.858,0.872,0.621,1.405,0.736
43,0.328,2.630,0.596,1.137,0.414,2.749,0.686
