 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,0.815,5.284,0.367,1.630,0.975,1.673,1.260
2,0.250,2.858,0.384,1.247,0.331,3.766,0.643
3,0.970,6.576,0.282,1.725,1.271,1.357,1.481
4,1.483,10.118,0.182,3.364,1.190,2.826,2.001
5,0.336,3.462,0.352,1.512,0.358,4.225,0.736
6,0.465,3.957,0.373,1.498,0.624,2.400,0.967
7,4.280,27.862,0.069,5.456,3.097,1.762,4.110
8,0.171,1.602,0.836,0.658,0.339,1.941,0.472
9,0.869,6.686,0.244,2.104,1.080,1.948,1.507
10,0.092,1.108,0.938,0.442,0.254,1.740,0.335
11,0.275,2.036,0.833,0.804,0.466,1.725,0.612
12,0.131,1.312,0.956,0.483,0.381,1.267,0.429
13,0.074,0.938,1.000,0.365,0.297,1.229,0.329
14,0.068,0.889,1.000,0.342,0.297,1.152,0.318
15,0.108,1.178,0.976,0.436,0.360,1.213,0.396
16,0.047,0.843,0.825,0.379,0.169,2.236,0.253
17,0.047,0.818,0.876,0.349,0.169,2.062,0.243
18,0.377,2.441,0.795,0.947,0.636,1.491,0.776
19,1.201,7.973,0.237,2.565,1.580,1.624,2.013
20,0.061,0.853,1.000,0.323,0.254,1.269,0.286
21,0.530,3.183,0.657,1.338,0.523,2.559,0.836
22,0.501,3.214,0.610,1.126,0.738,1.526,0.911
23,0.144,1.626,0.682,0.699,0.297,2.356,0.455
24,0.564,3.040,0.767,1.067,0.825,1.293,0.938
25,5.963,34.286,0.064,8.213,3.815,2.153,5.598
26,0.038,0.649,1.000,0.247,0.212,1.166,0.229
27,0.988,6.985,0.254,1.807,1.456,1.240,1.622
28,1.657,11.561,0.156,2.787,2.092,1.332,2.414
29,0.239,2.356,0.541,0.967,0.469,2.062,0.673
30,0.352,2.240,0.881,0.823,0.623,1.320,0.716
31,0.149,1.467,0.870,0.607,0.360,1.685,0.467
32,0.372,2.635,0.673,1.072,0.541,1.983,0.761
33,0.790,5.189,0.369,2.238,0.622,3.600,1.179
34,0.136,1.323,0.980,0.483,0.419,1.152,0.450
35,12.983,64.465,0.039,12.990,5.634,2.305,8.555
36,0.099,1.287,0.749,0.524,0.297,1.767,0.394
37,0.151,2.544,0.293,1.020,0.339,3.010,0.588
38,0.061,0.853,1.000,0.323,0.254,1.269,0.286
39,0.092,1.118,0.921,0.402,0.339,1.186,0.369
40,0.790,4.561,0.477,1.595,0.979,1.629,1.250
41,0.223,2.346,0.509,0.740,0.618,1.198,0.676
42,0.824,4.071,0.625,1.521,0.944,1.612,1.198
43,0.470,3.158,0.593,1.330,0.535,2.485,0.844
44,0.652,4.600,0.387,1.922,0.557,3.448,1.035
45,0.169,1.492,0.953,0.552,0.424,1.304,0.484
46,1.329,8.033,0.259,2.151,1.659,1.297,1.889
47,0.126,1.418,0.786,0.524,0.384,1.364,0.449
48,0.151,1.383,0.992,0.531,0.419,1.266,0.472
49,0.277,2.021,0.851,0.729,0.581,1.254,0.651
50,0.268,2.590,0.501,1.126,0.410,2.747,0.679
51,0.722,3.927,0.588,1.349,0.871,1.549,1.084
52,0.129,1.287,0.980,0.496,0.339,1.463,0.410
53,2.056,13.408,0.144,3.043,1.933,1.574,2.425
54,0.068,1.287,0.517,0.510,0.326,1.567,0.408
55,0.408,3.383,0.447,1.421,0.502,2.833,0.844
56,0.047,0.829,0.854,0.323,0.246,1.310,0.282
57,1.137,7.793,0.235,1.995,1.288,1.549,1.603
58,0.898,6.702,0.251,2.639,1.073,2.459,1.683
59,2.054,12.823,0.157,3.112,1.845,1.687,2.396
60,0.262,3.259,0.310,1.443,0.384,3.756,0.745
61,0.115,1.372,0.767,0.576,0.297,1.943,0.413
62,0.072,1.108,0.736,0.456,0.254,1.795,0.341
63,0.018,0.554,0.736,0.258,0.085,3.041,0.148
64,2.675,21.033,0.076,4.800,2.612,1.838,3.541
65,1.706,8.603,0.290,2.729,1.383,1.973,1.943
66,0.472,4.106,0.352,1.716,0.550,3.121,0.971
67,0.228,1.926,0.772,0.779,0.432,1.805,0.580
68,0.219,1.852,0.803,0.647,0.569,1.136,0.607
69,0.072,1.023,0.862,0.436,0.254,1.716,0.333
70,0.158,1.517,0.863,0.617,0.339,1.820,0.457
71,0.476,2.935,0.694,0.992,0.826,1.201,0.905
72,0.347,3.323,0.394,1.294,0.551,2.346,0.845
73,0.093,1.083,1.000,0.417,0.297,1.407,0.352
74,0.097,1.108,0.993,0.424,0.339,1.250,0.379
75,0.092,1.496,0.514,0.683,0.169,4.031,0.340
76,0.083,1.033,0.972,0.417,0.297,1.407,0.352
77,0.056,0.853,0.960,0.349,0.212,1.649,0.272
78,0.393,3.738,0.354,1.695,0.435,3.895,0.859
79,0.208,1.792,0.815,0.701,0.479,1.463,0.580
80,0.456,3.108,0.593,1.234,0.551,2.240,0.824
81,0.271,2.321,0.633,0.966,0.479,2.016,0.681
82,0.181,1.647,0.840,0.607,0.466,1.302,0.532
83,0.244,1.817,0.930,0.724,0.466,1.553,0.581
84,0.639,4.772,0.353,1.750,0.992,1.764,1.318
85,0.048,0.758,1.000,0.306,0.212,1.442,0.254
86,0.686,5.080,0.334,1.588,0.997,1.593,1.258
87,0.052,0.794,1.000,0.323,0.212,1.523,0.261
88,12.951,54.413,0.055,9.417,6.160,1.529,7.616
89,0.282,2.176,0.748,0.874,0.479,1.822,0.647
90,1.991,11.634,0.185,5.147,0.864,5.956,2.109
91,0.138,1.323,0.993,0.474,0.419,1.129,0.446
92,0.156,1.407,0.991,0.496,0.424,1.170,0.458
93,0.110,1.203,0.951,0.442,0.339,1.305,0.387
94,0.366,3.030,0.501,1.252,0.427,2.935,0.731
95,1.325,6.896,0.350,2.857,0.833,3.429,1.543
96,0.496,2.854,0.764,1.073,0.646,1.661,0.832
97,0.544,5.400,0.234,2.323,0.531,4.375,1.110
