level,Radio_with_normalized_depth_%
0,16.5527
1,21.4844
2,21.4844
3,23.2910
4,24.3652
5,24.9023
6,27.0020
7,27.5879
8,29.4922
9,30.3711
10,31.2988
11,33.3496
12,33.4961
13,33.5449
14,35.4980
15,35.8398
16,36.0840
17,36.2305
18,35.6934
19,35.1562
20,34.6191
21,35.1562
22,33.4473
23,33.2520
24,32.6172
25,32.0312
26,32.6172
27,31.6406
28,32.1289
29,32.5684
30,32.1777
31,32.2266
32,31.5918
33,31.3477
34,31.7383
35,31.1523
36,30.6641
37,30.3223
38,30.4199
39,31.2500
40,31.5430
41,31.3477
42,31.4453
43,31.2988
44,31.2988
45,31.0059
46,31.3477
47,31.5918
48,31.4941
49,31.0059
50,30.9082
51,31.2012
52,30.5664
53,30.9082
54,30.9570
55,30.4199
56,30.3223
57,29.7852
58,29.7363
59,30.5176
60,30.8105
61,30.7129
62,31.6406
63,31.2500
64,31.4941
65,31.9824
66,31.4453
67,31.1035
68,30.9082
69,30.3223
70,29.9805
71,29.8828
72,30.4199
73,30.5176
74,30.3223
75,30.6641
76,30.8594
77,31.2012
78,31.4453
79,31.5430
80,32.2266
81,33.2031
82,33.3008
83,33.7891
84,34.2773
85,34.9121
86,35.0586
87,35.4980
88,35.4980
89,35.4492
90,35.3027
91,35.2539
92,34.9609
93,34.6680
94,34.2773
95,34.3750
96,34.1797
97,34.1797
98,33.5938
99,33.9355
100,33.1055
101,32.6172
102,32.6172
103,32.0312
104,32.0801
105,32.0801
106,32.3242
107,32.9590
108,32.8613
109,32.3730
110,32.9102
111,32.7637
112,32.4219
113,32.4219
114,31.9336
115,32.0801
116,33.0078
117,33.7402
118,33.7891
119,34.4238
120,34.7656
121,34.9609
122,35.1562
123,35.4004
124,35.7422
125,34.9121
126,36.1816
127,36.2793
128,35.8398
129,36.2793
130,36.9141
131,36.6699
132,36.6211
133,36.9141
134,36.8164
135,37.1094
136,37.3047
137,37.7441
138,36.8652
139,36.9141
140,36.5723
141,35.7910
142,35.7422
143,35.6934
144,35.4004
145,34.9121
146,34.7168
147,33.9844
148,33.2520
149,32.8613
150,32.2754
151,32.3242
152,32.2266
153,31.0547
154,30.3223
155,29.8828
156,29.1504
157,29.3457
158,28.7598
159,28.8086
160,29.1016
161,27.6855
162,28.4668
163,28.7109
164,28.8086
165,28.5156
166,28.4180
167,28.1738
168,27.9297
169,27.7832
170,27.6367
171,28.5156
172,28.3203
173,28.4668
174,27.9297
175,27.4902
176,27.5879
177,27.0020
178,27.0996
179,26.4160
180,26.6602
181,27.1973
182,27.0996
183,27.4902
184,27.8809
185,27.4414
186,27.5879
187,27.4414
188,27.4414
189,27.8809
190,27.6367
191,27.5391
192,28.1250
193,28.7598
194,29.0527
195,29.4434
196,29.5410
197,29.3457
198,29.9805
199,29.9316
200,29.8340
201,29.9316
202,29.9316
203,29.9805
204,29.7852
205,29.6875
206,29.6875
207,30.1270
208,30.8594
209,30.8594
210,31.5430
211,31.9824
212,32.3730
213,33.3984
214,34.0332
215,34.3750
216,34.7168
217,34.4727
218,35.4004
219,35.4492
220,35.5469
221,35.6445
222,35.4004
223,35.7422
224,36.1328
225,36.3281
226,36.2305
227,36.7188
228,36.8164
229,36.2793
230,37.1582
231,37.6465
232,37.5000
233,37.8906
234,38.7207
235,38.5742
236,38.9160
237,38.6719
238,38.4277
239,38.2324
240,37.7441
241,37.9395
242,38.2324
243,38.5742
244,38.7695
245,38.8184
246,38.9648
247,38.8672
248,38.4766
249,38.5254
250,37.9395
251,38.1836
252,38.1836
253,37.3047
254,37.0117
255,36.4746
256,36.3281
257,36.0840
258,35.2539
259,34.2773
260,33.3984
261,33.1543
262,32.9102
263,32.8613
264,32.7148
265,32.6660
266,33.1055
267,32.7148
268,32.4707
269,32.2754
270,31.7383
271,31.5918
272,31.2988
273,30.8105
274,31.2012
275,31.1035
276,31.1523
277,31.0059
278,30.6641
279,30.4688
280,30.2246
281,29.6875
282,29.4922
283,29.0527
284,29.4434
285,29.7852
286,30.0293
287,29.6387
288,29.6387
289,29.8340
290,29.5410
291,29.7363
292,29.1016
293,29.1992
294,28.9062
295,28.9551
296,28.5645
297,28.2715
298,28.5156
299,29.2480
300,29.1504
301,30.0293
302,30.0781
303,30.0293
304,30.8105
305,31.4941
306,31.4453
307,31.2988
308,31.5430
309,31.1035
310,31.2012
311,31.4453
312,30.9082
313,30.7617
314,30.5176
315,29.2969
316,28.5156
317,28.7109
318,28.7109
319,28.7598
320,28.7598
321,29.0527
322,29.3457
323,29.2480
324,29.0527
325,29.0039
326,29.2480
327,28.6133
328,28.2715
329,27.9785
330,27.5391
331,26.8066
332,27.2949
333,27.0020
334,26.6602
335,26.8066
336,27.0996
337,27.2949
338,27.6855
339,27.7344
340,28.2227
341,28.6133
342,28.6621
343,28.3203
344,28.4180
345,28.6621
346,28.7598
347,28.9551
348,29.1016
349,29.1992
350,29.0527
351,29.5410
352,29.2480
353,28.7598
354,28.5156
355,28.9062
356,29.3457
357,29.8828
358,30.3711
359,30.7617
360,30.5664
361,31.0547
362,31.8848
363,31.9336
364,32.1777
365,32.6172
366,32.8125
367,32.5684
368,32.3730
369,31.9336
370,32.0312
371,32.5684
372,32.3242
373,31.9824
374,32.2266
375,32.3730
376,32.6172
377,32.4707
378,32.0312
379,32.1777
380,32.0312
381,32.3242
382,32.3730
383,32.5195
384,32.4219
385,32.7637
386,32.6172
387,32.1289
388,32.6660
389,33.0566
390,32.5195
391,32.8613
392,32.5195
393,32.4707
394,32.6172
395,32.5684
396,32.2754
397,31.8359
398,32.0312
399,31.6406
400,31.9336
401,32.5195
402,32.0312
403,32.1777
404,31.7871
405,31.6895
406,31.7383
407,31.5918
408,31.7383
409,32.5195
410,32.9102
411,32.9590
412,33.1543
413,33.5938
414,33.8379
415,33.8379
416,33.8867
417,34.1797
418,34.5215
419,34.1309
420,33.8379
421,33.7891
422,34.4238
423,34.4727
424,33.7891
425,33.7891
426,34.0332
427,34.1797
428,33.8867
429,33.3984
430,33.4473
431,32.6172
432,31.7871
433,31.5430
434,31.2500
435,31.6406
436,31.0547
437,30.7129
438,29.4434
439,29.6387
440,29.3945
441,29.1016
442,28.9551
443,28.1250
444,28.1250
445,27.5879
446,27.1973
447,27.0508
448,26.7090
449,26.8555
450,26.0742
451,25.8301
452,25.8301
453,26.2207
454,26.3184
455,26.4160
456,26.7578
457,27.0508
458,26.8555
459,27.1484
460,26.6602
461,27.0508
462,27.0996
463,27.2949
464,27.4414
465,27.8320
466,28.0762
467,28.3691
468,28.6621
469,29.3945
470,29.4922
471,30.3223
472,30.3711
473,30.9570
474,30.4199
475,30.1758
476,30.5176
477,30.5176
478,30.8105
479,31.2012
480,30.5176
481,31.1035
482,30.7617
483,31.3965
484,31.7871
485,31.5918
486,31.4453
487,30.4199
488,30.4688
489,29.9805
490,29.9805
491,29.6875
492,29.7363
493,29.1504
494,29.1016
495,28.9062
496,29.1992
497,29.3457
498,28.4668
499,28.9551
500,28.1746
501,29.2163
502,29.6627
503,29.3155
504,29.5635
505,29.3651
506,29.3155
507,29.1667
508,29.0179
509,28.9187
510,29.0675
511,28.6210
512,29.0179
513,28.9683
514,29.7619
515,29.1667
516,29.4643
517,29.6131
518,30.3571
519,31.1012
520,31.4980
521,32.1429
522,32.9365
523,33.2341
524,33.6310
525,33.4821
526,33.8790
527,34.3750
528,34.3750
529,33.3829
530,33.5317
531,33.6806
532,33.8790
533,34.0774
534,34.3254
535,34.7718
536,35.2183
537,35.6647
538,36.1111
539,36.1111
540,36.0119
541,35.5655
542,35.4663
543,35.1190
544,34.7718
545,34.4742
546,34.7222
547,34.4246
548,34.4246
549,34.2262
550,34.4742
551,34.3750
552,34.4742
553,34.0774
554,34.5734
555,33.8294
556,33.3333
557,33.5317
558,33.0853
559,32.6389
560,32.1429
561,32.2421
562,32.0933
563,32.2421
564,31.7956
565,31.8452
566,31.7460
567,31.3988
568,30.9524
569,30.6548
570,30.2083
571,30.1091
572,29.9107
573,29.7619
574,29.6627
575,28.7698
576,28.6706
577,28.6210
578,28.2242
579,27.9762
580,27.6290
581,28.0258
582,28.4722
583,28.9683
584,29.5635
585,29.3651
586,29.2163
587,29.9603
588,30.0099
589,30.3571
590,30.7540
591,30.0099
592,30.2579
593,30.1091
594,29.8611
595,30.2579
596,30.6052
597,30.5556
598,31.7956
599,31.7956
600,31.3492
601,31.2004
602,31.9940
603,31.6964
604,31.4980
605,31.7460
606,31.4980
607,31.1508
608,31.1508
609,31.4484
610,31.4980
611,32.1429
612,32.2917
613,32.2917
614,32.5893
615,32.2421
616,33.5317
617,33.7302
618,33.7302
619,34.2758
620,34.0774
621,34.1270
622,33.9782
623,33.8294
624,34.3254
625,34.3750
626,34.8710
627,35.6647
628,35.7143
629,35.4167
630,35.4663
631,34.5734
632,34.6726
633,34.8214
634,34.1766
635,34.3750
636,34.0774
637,34.5238
638,34.8710
639,35.2183
640,34.6726
641,34.7222
642,34.0278
643,33.7302
644,33.8790
645,34.0774
646,33.4821
647,33.6310
648,33.7798
649,33.8294
650,33.7302
651,33.9782
652,33.4821
653,33.5813
654,33.3829
655,32.8869
656,32.5397
657,32.3909
658,32.4405
659,32.7381
660,32.6885
661,32.5397
662,32.4901
663,32.4901
664,32.0933
665,32.1429
666,32.1429
667,32.0437
668,31.9444
669,31.9444
670,32.8373
671,32.6389
672,32.7381
673,32.8373
674,32.5397
675,32.2917
676,32.3413
677,32.6389
678,32.3909
679,32.2917
680,31.4484
681,31.5972
682,31.4484
683,31.7460
684,31.0020
685,31.0020
686,31.4484
687,31.4484
688,31.5972
689,31.3988
690,31.0516
691,31.1012
692,31.4980
693,31.4980
694,31.4980
695,31.9940
696,32.1429
697,32.1429
698,32.6389
699,32.7877
700,32.1925
701,33.0853
702,34.0278
703,33.9286
704,34.1766
705,33.9782
706,33.8790
707,33.4325
708,33.0853
709,32.6885
710,32.6885
711,31.9940
712,32.0933
713,31.8452
714,31.0020
715,31.1508
716,30.8532
717,30.0595
718,30.1587
719,29.7619
720,29.5635
721,28.9187
722,28.5218
723,28.1746
724,28.1250
725,28.2738
726,28.5714
727,28.2242
728,28.4226
729,28.4722
730,28.9187
731,29.3155
732,29.1667
733,30.0099
734,29.4643
735,28.9187
736,29.3155
737,29.0179
738,29.4147
739,29.4147
740,29.7619
741,30.3571
742,30.4563
743,31.0020
744,31.4484
745,31.6468
746,32.3413
747,32.3909
748,32.2421
749,31.5972
750,31.2624
751,31.5109
752,31.3121
753,31.4115
754,31.5109
755,31.6103
756,31.4115
757,31.4115
758,31.6103
759,30.9642
760,31.3618
761,31.8588
762,31.8588
763,31.8588
764,32.1571
765,32.5050
766,32.4056
767,33.3002
768,34.5924
769,33.5984
770,34.3936
771,33.8469
772,33.3002
773,33.2008
774,32.7038
775,32.8032
776,32.8032
777,32.2068
778,32.1074
779,31.9085
780,31.8091
781,32.7038
782,32.9523
783,32.8032
784,33.3499
785,33.5984
786,34.4433
787,34.5924
788,35.1392
789,35.2386
790,35.3877
791,35.3380
792,34.6918
793,34.8410
794,34.8410
795,34.7913
796,34.8907
797,34.9404
798,34.7416
799,34.3936
800,33.6978
801,33.8966
802,33.8966
803,33.7475
804,34.1948
805,33.8469
806,33.6978
807,33.6978
808,33.3002
809,33.3499
810,33.2008
811,33.0020
812,32.0577
813,31.4612
814,31.3618
815,31.2624
816,30.9145
817,31.2624
818,30.9145
819,30.7157
820,30.9145
821,31.5109
822,31.7097
823,32.2565
824,33.0517
825,33.0517
826,33.3002
827,33.1511
828,33.7475
829,34.7416
830,35.0398
831,35.2883
832,34.7416
833,34.9404
834,35.1889
835,34.9404
836,34.4930
837,34.7416
838,34.7913
839,34.8907
840,34.3439
841,34.8410
842,34.9901
843,35.1889
844,35.7356
845,35.6362
846,35.4374
847,35.3877
848,35.2883
849,35.5865
850,35.4374
851,35.8350
852,36.0338
853,36.1332
854,36.1332
855,36.3817
856,36.3320
