 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,0.463,3.624,0.443,1.463,0.713,2.053,1.021
2,6.060,28.495,0.094,5.955,2.845,2.093,4.116
3,0.047,1.191,0.413,0.548,0.155,3.536,0.292
4,0.080,1.720,0.338,0.746,0.271,2.748,0.450
5,0.023,0.616,0.746,0.274,0.116,2.357,0.179
6,0.147,1.397,0.948,0.486,0.426,1.139,0.455
7,1.743,7.278,0.413,2.366,1.567,1.509,1.925
8,0.231,2.953,0.333,0.907,0.661,1.373,0.774
9,5.081,21.946,0.133,5.729,2.583,2.217,3.847
10,0.111,3.019,0.153,1.473,0.116,12.671,0.414
11,1.007,10.615,0.112,3.086,1.467,2.104,2.127
12,0.282,2.246,0.704,0.904,0.441,2.049,0.632
13,0.742,5.910,0.267,1.980,0.833,2.376,1.285
14,0.418,4.636,0.244,1.678,0.698,2.402,1.083
15,6.128,25.604,0.117,8.423,2.152,3.914,4.257
16,17.042,80.613,0.033,10.351,5.923,1.747,7.830
17,7.119,36.217,0.068,7.709,3.892,1.981,5.477
18,0.162,1.575,0.822,0.555,0.426,1.302,0.486
19,1.677,10.346,0.197,2.758,1.594,1.731,2.097
20,7.534,35.641,0.075,9.279,2.724,3.407,5.027
21,0.359,3.600,0.348,1.674,0.312,5.357,0.723
22,0.252,1.813,0.965,0.639,0.548,1.166,0.592
23,0.829,6.874,0.221,2.228,0.775,2.874,1.314
24,0.048,1.091,0.508,0.479,0.178,2.695,0.292
25,0.147,1.507,0.815,0.548,0.422,1.298,0.481
26,0.245,1.972,0.792,0.799,0.426,1.874,0.584
27,0.075,1.146,0.719,0.486,0.271,1.790,0.363
28,7.495,43.104,0.051,8.905,3.030,2.939,5.195
29,0.814,6.855,0.218,2.670,0.684,3.906,1.351
30,0.517,3.142,0.658,1.350,0.493,2.736,0.816
31,0.017,0.662,0.474,0.312,0.078,4.031,0.156
32,0.308,2.510,0.614,1.000,0.537,1.861,0.733
33,0.768,4.567,0.462,1.656,0.969,1.709,1.267
34,1.495,10.137,0.183,3.245,1.054,3.080,1.849
35,0.015,0.785,0.307,0.390,0.039,10.050,0.123
36,0.697,6.083,0.237,2.086,0.780,2.675,1.276
37,2.192,12.397,0.179,3.659,1.376,2.659,2.244
38,0.105,2.021,0.324,0.905,0.194,4.669,0.419
39,0.062,1.766,0.248,0.822,0.166,4.962,0.369
40,0.045,0.726,1.000,0.280,0.233,1.202,0.255
41,0.090,1.164,0.835,0.454,0.310,1.463,0.375
42,0.069,1.620,0.331,0.669,0.293,2.283,0.443
43,0.452,2.611,0.834,0.925,0.736,1.257,0.825
44,18.249,55.049,0.076,11.484,5.737,2.002,8.117
45,0.200,1.662,0.909,0.607,0.484,1.254,0.542
46,0.129,1.310,0.946,0.490,0.349,1.405,0.414
47,4.967,27.403,0.083,4.973,3.518,1.414,4.183
48,7.779,43.265,0.052,7.384,4.107,1.798,5.507
49,1.056,6.053,0.362,2.670,0.623,4.287,1.289
50,0.931,4.286,0.637,1.520,0.936,1.623,1.193
51,0.439,2.675,0.770,0.972,0.700,1.388,0.825
52,0.033,0.758,0.723,0.347,0.166,2.094,0.240
53,0.141,2.100,0.402,0.642,0.460,1.395,0.543
54,0.569,3.724,0.516,1.130,0.836,1.351,0.972
55,0.228,1.794,0.892,0.731,0.439,1.668,0.566
56,0.237,2.013,0.736,0.699,0.581,1.202,0.637
57,0.071,0.958,0.966,0.382,0.233,1.641,0.298
58,2.563,16.980,0.112,6.197,1.442,4.299,2.989
59,0.135,1.397,0.871,0.555,0.368,1.509,0.452
60,0.222,1.771,0.891,0.662,0.504,1.314,0.578
61,0.054,1.023,0.650,0.382,0.261,1.461,0.316
62,4.569,23.771,0.102,8.669,1.448,5.987,3.543
63,0.320,2.656,0.570,0.879,0.620,1.417,0.738
64,0.681,5.891,0.246,2.305,0.893,2.582,1.435
65,0.377,2.698,0.651,0.915,0.586,1.561,0.732
66,0.114,1.771,0.457,0.741,0.309,2.399,0.478
67,0.323,2.337,0.743,0.861,0.620,1.388,0.731
68,0.038,0.671,1.000,0.260,0.194,1.342,0.224
69,0.560,2.862,0.860,1.023,0.795,1.287,0.902
70,0.620,4.751,0.345,1.903,0.748,2.545,1.193
71,0.273,2.045,0.821,0.731,0.548,1.334,0.633
72,0.170,1.716,0.724,0.625,0.439,1.425,0.524
73,0.041,0.826,0.747,0.347,0.194,1.789,0.259
74,0.488,3.752,0.436,1.380,0.628,2.198,0.931
75,0.071,1.100,0.733,0.468,0.249,1.878,0.342
76,5.949,31.971,0.073,8.966,2.241,4.000,4.483
77,0.033,0.626,1.000,0.260,0.192,1.355,0.223
78,0.041,1.013,0.496,0.454,0.156,2.917,0.266
79,0.038,0.758,0.821,0.333,0.187,1.782,0.250
80,0.033,0.813,0.629,0.331,0.210,1.575,0.264
81,0.635,3.478,0.660,1.097,0.873,1.256,0.979
82,0.069,1.064,0.767,0.442,0.247,1.792,0.330
83,0.140,1.342,0.975,0.486,0.411,1.181,0.447
84,2.582,14.536,0.154,4.462,2.006,2.224,2.992
85,0.050,0.781,1.000,0.295,0.233,1.269,0.262
86,1.351,5.499,0.561,1.978,1.236,1.600,1.564
87,0.425,3.541,0.426,1.524,0.418,3.649,0.798
88,1.254,7.845,0.256,2.808,0.959,2.927,1.641
89,0.036,0.648,1.000,0.260,0.194,1.342,0.224
90,2.351,14.044,0.150,2.774,1.819,1.524,2.246
91,0.048,0.803,0.936,0.331,0.194,1.709,0.253
92,0.050,0.781,1.000,0.312,0.233,1.344,0.270
93,0.198,2.081,0.575,0.659,0.543,1.214,0.598
94,0.200,1.730,0.839,0.713,0.388,1.838,0.526
95,0.114,1.626,0.543,0.490,0.384,1.278,0.434
96,1.032,4.885,0.544,1.753,0.992,1.767,1.318
97,2.564,11.940,0.226,3.935,1.542,2.552,2.463
98,0.605,4.246,0.422,1.656,0.679,2.437,1.061
99,0.047,0.913,0.702,0.390,0.194,2.010,0.275
100,0.661,3.647,0.625,1.302,0.797,1.635,1.019
101,0.228,1.817,0.869,0.677,0.449,1.506,0.552
102,0.239,1.807,0.919,0.662,0.465,1.424,0.555
103,0.349,2.388,0.768,0.871,0.603,1.445,0.725
104,7.774,33.937,0.085,5.364,4.112,1.304,4.697
105,0.200,1.785,0.788,0.659,0.504,1.308,0.576
106,5.880,20.959,0.168,6.853,2.471,2.774,4.115
107,0.044,1.323,0.313,0.613,0.128,4.796,0.280
108,5.389,32.506,0.064,9.146,1.768,5.173,4.021
109,0.195,2.036,0.592,0.775,0.449,1.725,0.590
