 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,0.078,1.256,0.622,0.495,0.269,1.843,0.365
2,0.307,3.942,0.249,1.170,0.725,1.613,0.921
3,0.278,4.891,0.146,1.119,0.746,1.501,0.914
4,0.008,0.451,0.497,0.190,0.095,2.012,0.134
5,0.587,5.796,0.220,1.624,0.754,2.153,1.107
6,0.360,4.859,0.191,1.965,0.375,5.244,0.858
7,0.425,5.368,0.185,1.364,0.734,1.859,1.001
8,2.649,23.999,0.058,4.253,1.731,2.457,2.713
9,0.071,1.079,0.764,0.422,0.284,1.487,0.346
10,0.731,9.360,0.105,1.719,1.106,1.554,1.379
11,1.647,14.817,0.094,2.880,1.767,1.630,2.256
12,0.653,13.154,0.047,1.670,1.543,1.082,1.605
13,2.443,28.516,0.038,5.078,1.537,3.303,2.794
14,1.673,14.110,0.106,2.608,1.694,1.539,2.102
15,0.020,0.668,0.566,0.254,0.161,1.573,0.202
16,0.024,0.798,0.476,0.345,0.142,2.433,0.221
17,0.043,0.999,0.547,0.403,0.236,1.707,0.309
18,19.679,166.669,0.009,11.444,6.783,1.687,8.811
19,0.118,2.031,0.360,0.662,0.411,1.610,0.521
20,0.466,6.421,0.142,1.577,0.858,1.837,1.164
21,0.205,3.090,0.270,1.035,0.476,2.174,0.702
22,0.012,0.411,0.898,0.165,0.113,1.458,0.137
23,0.303,3.914,0.248,1.570,0.425,3.691,0.817
24,1.491,16.493,0.069,3.167,1.548,2.046,2.214
25,0.208,3.130,0.267,1.222,0.372,3.287,0.674
26,0.076,1.382,0.503,0.502,0.357,1.404,0.424
27,0.047,1.106,0.480,0.486,0.170,2.853,0.287
28,2.777,26.458,0.050,4.288,2.995,1.432,3.584
29,2.484,28.620,0.038,3.696,2.687,1.375,3.151
30,1.010,12.259,0.084,2.518,1.185,2.125,1.728
31,0.075,1.129,0.738,0.409,0.328,1.248,0.366
32,0.033,0.742,0.754,0.307,0.199,1.545,0.247
33,0.107,2.031,0.326,0.682,0.278,2.455,0.435
34,0.104,1.550,0.543,0.533,0.413,1.289,0.469
35,0.052,0.992,0.658,0.386,0.237,1.628,0.302
36,2.792,27.665,0.046,4.518,2.110,2.141,3.088
37,0.053,0.912,0.803,0.359,0.199,1.807,0.267
38,0.051,1.236,0.417,0.495,0.196,2.524,0.312
39,0.024,0.531,1.000,0.205,0.170,1.202,0.187
40,3.666,36.924,0.034,3.692,2.716,1.359,3.167
41,12.252,136.059,0.008,9.848,6.672,1.476,8.106
42,0.023,0.555,0.920,0.207,0.165,1.252,0.185
43,5.495,58.375,0.020,8.223,3.227,2.548,5.151
44,1.243,9.728,0.165,1.903,1.652,1.152,1.773
45,0.101,1.707,0.437,0.638,0.312,2.043,0.446
