fname,Total White Area(pixel),Total ROI Area(pixel),Total Ratio%,Mean of NorRatio%,Stddev of NorRatio%,RC(um)
Invar_CO_040820240005.jpg,116312,369730,31.4586,33.1887,7.0424,0.6669
