 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,1.347,5.668,0.527,2.023,1.215,1.665,1.567
2,4.753,17.565,0.194,4.655,2.568,1.813,3.457
3,2.983,7.856,0.607,3.135,1.627,1.927,2.258
4,0.501,2.738,0.840,1.035,0.678,1.526,0.838
5,0.138,1.485,0.786,0.643,0.271,2.372,0.418
6,1.577,7.033,0.401,2.522,1.174,2.148,1.721
7,23.625,39.124,0.194,9.611,6.172,1.557,7.702
8,0.165,1.461,0.974,0.547,0.470,1.163,0.507
9,2.808,7.913,0.564,3.374,1.285,2.626,2.082
10,0.910,3.984,0.720,1.633,0.911,1.793,1.220
11,1.163,4.024,0.902,1.451,1.128,1.286,1.279
12,0.202,2.004,0.633,0.858,0.401,2.137,0.587
13,0.386,3.042,0.524,1.364,0.515,2.647,0.839
14,0.051,1.078,0.547,0.494,0.199,2.475,0.314
15,32.248,81.461,0.061,21.738,7.486,2.904,12.757
16,2.431,10.707,0.267,4.057,1.139,3.561,2.150
17,11.096,33.992,0.121,9.215,3.316,2.778,5.528
18,5.548,18.217,0.210,5.804,2.083,2.786,3.477
19,0.129,1.230,1.000,0.489,0.384,1.275,0.433
20,1.857,5.357,0.813,2.059,1.273,1.617,1.619
21,0.506,2.523,0.998,0.884,0.746,1.185,0.812
22,0.110,1.134,1.000,0.455,0.339,1.342,0.393
23,0.175,1.461,1.000,0.547,0.475,1.152,0.509
24,0.267,2.076,0.777,0.758,0.556,1.364,0.649
25,0.593,2.850,0.917,1.095,0.746,1.469,0.904
26,1.880,5.827,0.696,2.062,1.288,1.601,1.630
27,0.106,1.190,0.938,0.489,0.336,1.457,0.405
28,0.239,1.789,0.939,0.708,0.475,1.491,0.580
29,7.074,26.073,0.131,6.164,3.084,1.999,4.360
30,3.250,10.793,0.351,4.356,1.413,3.084,2.481
31,1.760,5.294,0.789,2.163,1.198,1.805,1.610
32,0.331,2.116,0.929,0.849,0.610,1.392,0.720
33,2.395,7.929,0.479,2.434,1.559,1.561,1.948
34,0.483,2.523,0.953,0.884,0.746,1.185,0.812
35,1.655,5.086,0.804,1.985,1.092,1.817,1.472
36,0.588,2.771,0.963,0.944,0.863,1.094,0.903
37,6.761,23.717,0.151,10.567,1.362,7.756,3.794
38,0.142,1.326,1.000,0.516,0.407,1.269,0.458
39,1.462,4.854,0.780,1.914,1.170,1.636,1.496
40,0.097,1.038,1.000,0.395,0.339,1.166,0.366
41,0.988,3.984,0.782,1.546,0.959,1.612,1.217
42,0.101,1.094,1.000,0.429,0.339,1.265,0.381
43,0.446,2.427,0.951,0.944,0.610,1.548,0.759
44,3.810,14.529,0.227,4.384,2.223,1.972,3.122
45,3.011,11.001,0.313,3.431,2.098,1.635,2.683
46,1.002,4.193,0.716,1.768,0.814,2.173,1.199
47,0.988,3.753,0.882,1.451,0.959,1.513,1.179
48,0.207,1.653,0.951,0.606,0.527,1.150,0.565
49,0.207,1.597,1.000,0.625,0.475,1.317,0.545
50,0.175,1.518,0.953,0.579,0.475,1.221,0.524
51,12.162,42.435,0.085,10.405,4.160,2.501,6.579
52,0.336,2.156,0.907,0.881,0.542,1.625,0.691
53,0.634,3.042,0.861,1.184,0.740,1.600,0.936
54,0.198,1.597,0.974,0.606,0.475,1.278,0.536
55,2.965,9.315,0.429,3.684,1.549,2.378,2.389
56,1.163,4.087,0.875,1.547,1.085,1.427,1.296
57,8.278,26.513,0.148,8.237,2.756,2.989,4.764
58,2.363,7.602,0.514,3.255,1.147,2.838,1.932
59,0.473,2.483,0.965,0.881,0.746,1.182,0.811
60,4.587,11.219,0.458,3.838,2.120,1.810,2.852
61,1.310,4.312,0.885,1.451,1.288,1.126,1.367
62,1.103,3.793,0.964,1.332,1.085,1.228,1.202
63,0.814,5.665,0.319,2.658,0.389,6.827,1.017
64,0.349,2.116,0.980,0.791,0.665,1.190,0.725
65,0.354,2.212,0.909,0.828,0.621,1.334,0.717
66,0.110,1.581,0.555,0.708,0.271,2.610,0.438
67,0.685,3.353,0.766,1.398,0.678,2.062,0.973
68,2.413,8.726,0.398,3.374,1.374,2.456,2.153
69,2.266,6.977,0.585,2.831,1.083,2.615,1.751
70,0.386,2.252,0.957,0.828,0.671,1.233,0.745
71,1.632,4.838,0.876,1.651,1.337,1.234,1.486
72,2.317,6.673,0.654,2.523,1.288,1.959,1.803
73,2.353,9.626,0.319,4.144,1.051,3.942,2.087
74,0.492,2.659,0.874,1.072,0.610,1.757,0.809
75,3.116,9.696,0.417,4.347,1.017,4.275,2.103
76,0.657,3.138,0.839,1.279,0.752,1.701,0.981
77,0.676,2.986,0.952,1.128,0.863,1.308,0.987
78,1.227,7.655,0.263,2.896,1.126,2.571,1.806
79,0.138,1.270,1.000,0.489,0.407,1.202,0.446
80,4.555,13.938,0.295,5.361,2.126,2.522,3.376
81,0.988,4.990,0.499,2.171,0.707,3.068,1.239
82,0.414,2.371,0.925,0.922,0.542,1.700,0.707
83,1.089,5.181,0.510,2.062,1.017,2.028,1.448
84,0.510,2.579,0.964,0.922,0.746,1.236,0.829
85,0.097,1.078,1.000,0.455,0.271,1.677,0.351
86,0.450,2.444,0.948,0.905,0.678,1.334,0.783
87,0.529,2.771,0.865,1.095,0.728,1.505,0.893
88,0.285,1.908,0.984,0.730,0.475,1.539,0.589
89,0.496,2.539,0.967,0.910,0.767,1.186,0.835
90,1.563,5.486,0.653,2.365,0.959,2.465,1.506
91,0.570,3.489,0.589,1.302,0.815,1.598,1.030
92,5.860,23.329,0.135,6.702,2.138,3.135,3.785
93,2.128,7.489,0.477,2.486,1.689,1.473,2.049
94,0.915,4.368,0.602,1.736,0.846,2.052,1.212
95,0.110,1.134,1.000,0.455,0.339,1.342,0.393
96,0.133,1.270,1.000,0.489,0.407,1.202,0.446
97,0.142,1.349,0.984,0.583,0.339,1.720,0.445
98,1.393,4.510,0.860,1.668,1.220,1.366,1.427
99,3.948,13.980,0.254,6.315,1.085,5.822,2.617
100,0.634,3.257,0.751,1.371,0.610,2.247,0.915
101,1.494,9.418,0.212,3.366,0.984,3.421,1.820
102,0.290,2.060,0.858,0.849,0.515,1.651,0.661
103,0.533,2.794,0.858,1.153,0.658,1.752,0.871
104,0.285,2.020,0.877,0.868,0.479,1.811,0.645
105,0.290,2.308,0.683,0.922,0.547,1.686,0.710
106,0.795,3.568,0.785,1.356,0.923,1.468,1.119
107,0.446,2.387,0.983,0.884,0.719,1.229,0.797
108,0.101,1.094,1.000,0.429,0.339,1.265,0.381
109,0.584,3.105,0.761,1.332,0.542,2.456,0.850
110,1.632,5.069,0.798,1.763,1.356,1.300,1.546
111,2.096,7.569,0.460,2.792,1.390,2.008,1.970
112,0.354,2.467,0.731,1.095,0.475,2.308,0.721
113,4.679,19.014,0.163,6.994,1.739,4.021,3.488
114,1.333,5.029,0.662,2.144,0.858,2.500,1.356
115,4.734,15.650,0.243,5.221,2.349,2.223,3.502
116,0.561,2.787,0.907,1.122,0.719,1.561,0.898
117,1.439,8.482,0.251,3.857,0.710,5.436,1.654
118,1.848,5.023,0.920,1.825,1.424,1.282,1.612
119,0.202,1.908,0.698,0.839,0.339,2.474,0.533
120,0.708,3.489,0.731,1.437,0.678,2.119,0.987
121,0.386,2.308,0.911,0.849,0.667,1.274,0.753
122,5.865,26.404,0.106,6.801,2.492,2.730,4.117
123,0.414,2.546,0.802,1.095,0.475,2.308,0.721
124,0.120,1.190,1.000,0.455,0.384,1.186,0.418
125,0.487,2.794,0.784,1.159,0.608,1.904,0.840
126,0.363,2.156,0.982,0.773,0.610,1.267,0.687
127,0.299,2.020,0.920,0.730,0.610,1.197,0.667
128,1.889,9.133,0.285,3.388,1.509,2.245,2.261
129,0.579,2.890,0.871,1.159,0.678,1.709,0.886
130,0.303,2.060,0.898,0.819,0.542,1.510,0.667
131,2.353,10.274,0.280,4.077,1.271,3.207,2.276
132,2.381,10.919,0.251,4.500,1.391,3.235,2.502
133,0.473,2.579,0.894,1.035,0.671,1.542,0.833
134,0.533,3.528,0.538,1.245,0.814,1.530,1.006
135,0.722,3.161,0.907,1.222,0.746,1.639,0.955
136,0.722,3.528,0.728,1.464,0.678,2.159,0.996
137,1.011,4.087,0.761,1.650,0.814,2.028,1.158
138,0.997,4.080,0.753,1.612,0.950,1.695,1.238
139,0.542,3.082,0.718,1.267,0.638,1.985,0.899
140,0.354,2.252,0.877,0.881,0.610,1.444,0.733
141,2.804,9.315,0.406,3.634,1.687,2.154,2.476
142,3.126,16.970,0.136,7.422,1.052,7.057,2.794
143,0.515,2.946,0.745,1.309,0.610,2.146,0.894
144,0.487,2.923,0.717,1.279,0.575,2.224,0.858
145,2.514,16.339,0.118,6.767,1.569,4.313,3.258
146,1.140,5.668,0.446,2.221,0.895,2.481,1.410
