level,Radio_with_normalized_depth_%
0,17.0254
1,18.1996
2,18.1996
3,19.1781
4,20.1566
5,20.5479
6,21.3307
7,20.1566
8,19.9609
9,20.7436
10,20.7436
11,20.3523
12,21.3307
13,21.9178
14,21.7221
15,22.8963
16,23.8748
17,24.2661
18,24.6575
19,25.0489
20,25.4403
21,24.8532
22,25.6360
23,26.4188
24,25.8317
25,30.1370
26,30.3327
27,30.7241
28,31.1155
29,31.8982
30,32.4853
31,33.2681
32,33.8552
33,34.6380
34,35.8121
35,37.1820
36,37.3777
37,38.1605
38,38.5519
39,39.3346
40,39.3346
41,39.3346
42,39.1389
43,39.3346
44,40.1174
45,39.7260
46,39.7260
47,40.1174
48,40.1174
49,40.3131
50,40.3131
51,41.8787
52,41.2916
53,39.9217
54,39.7260
55,39.9217
56,39.3346
57,39.5303
58,39.3346
59,39.9217
60,39.7260
61,40.3131
62,40.7045
63,41.0959
64,40.1174
65,39.9217
66,40.1174
67,39.9217
68,41.8787
69,41.6830
70,41.6830
71,41.8787
72,42.4658
73,42.4658
74,39.7260
75,40.1174
76,40.1174
77,38.7476
78,38.5519
79,37.9648
80,37.3777
81,37.1820
82,37.1820
83,34.8337
84,33.8552
85,34.2466
86,34.2466
87,35.0294
88,35.0294
89,36.2035
90,36.3992
91,36.7906
92,36.7906
93,36.7906
94,36.9863
95,37.5734
96,37.3777
97,37.1820
98,37.5734
99,38.1605
100,38.5519
101,38.7476
102,40.1174
103,40.3131
104,41.0959
105,38.1605
106,38.7476
107,38.5519
108,38.9432
109,40.1174
110,39.5303
111,39.5303
112,39.7260
113,40.3131
114,40.5088
115,40.1174
116,40.5088
117,40.5088
118,40.3131
119,39.7260
120,39.9217
121,39.5303
122,39.3346
123,40.1174
124,39.5303
125,38.5519
126,38.5519
127,37.9648
128,37.5734
129,37.3777
130,38.9432
131,39.5303
132,39.7260
133,40.5088
134,39.9217
135,39.9217
136,39.7260
137,38.1605
138,38.5519
139,38.3562
140,38.5519
141,38.5519
142,37.1820
143,37.3777
144,36.2035
145,35.8121
146,35.4207
147,35.0294
148,35.8121
149,35.8121
150,35.6164
151,35.4207
152,35.6164
153,35.2250
154,36.2035
155,36.2035
156,35.8121
157,35.8121
158,35.8121
159,35.4207
160,34.6380
161,34.8337
162,34.4423
163,34.0509
164,34.0509
165,34.0509
166,33.8552
167,33.0724
168,32.2896
169,32.2896
170,33.6595
171,32.8767
172,33.0724
173,34.0509
174,33.6595
175,34.2466
176,34.2466
177,34.4423
178,35.6164
179,35.2250
180,36.2035
181,36.2035
182,36.2035
183,35.8121
184,37.7691
185,37.7691
186,37.1820
187,37.1820
188,37.1820
189,37.9648
190,37.9648
191,38.3562
192,38.3562
193,38.9432
194,39.1389
195,38.7476
196,39.7260
197,39.7260
198,39.7260
199,39.5303
200,38.9432
201,38.5519
202,38.5519
203,39.7260
204,39.3346
205,39.5303
206,40.1174
207,40.7045
208,40.9002
209,41.2916
210,41.4873
211,41.6830
212,40.9002
213,41.0959
214,40.7045
215,40.3131
216,40.1174
217,39.3346
218,39.9217
219,40.3131
220,41.0959
221,41.6830
222,42.6614
223,41.6830
224,42.0744
225,42.4658
226,43.4442
227,40.9002
228,41.6830
229,42.0744
230,43.4442
231,43.6399
232,44.4227
233,44.8141
234,44.6184
235,44.6184
236,44.8141
237,45.4012
238,44.8141
239,45.0098
240,45.0098
241,45.2055
242,45.9883
243,45.5969
244,45.0098
245,46.1840
246,45.7926
247,45.2055
248,45.2055
249,45.2055
250,44.6184
251,44.4227
252,44.6184
253,44.6184
254,45.0098
255,44.0313
256,44.2270
257,44.0313
258,43.8356
259,44.2270
260,44.4227
261,44.0313
262,43.8356
263,43.8356
264,42.6614
265,42.4658
266,42.6614
267,43.0528
268,42.8571
269,42.6614
270,41.8787
271,42.0744
272,40.7045
273,40.9002
274,40.7045
275,40.5088
276,40.1174
277,40.1174
278,39.3346
279,37.7691
280,37.9648
281,37.5734
282,38.1605
283,37.5734
284,37.1820
285,37.5734
286,37.7691
287,37.1820
288,36.5949
289,37.1820
290,36.9863
291,36.5949
292,37.7691
293,37.7691
294,37.5734
295,38.3562
296,40.5088
297,41.0959
298,40.9002
299,41.4873
300,41.0959
301,41.0959
302,41.0959
303,41.0959
304,41.2916
305,40.7045
306,40.5088
307,41.4873
308,41.2916
309,41.0959
310,40.7045
311,40.9002
312,39.3346
313,39.1389
314,39.3346
315,39.3346
316,40.3131
317,40.9002
318,41.4873
319,42.2701
320,42.4658
321,42.4658
322,44.8141
323,45.4012
324,45.2055
325,45.0098
326,45.5969
327,44.2270
328,43.4442
329,44.0313
330,43.4442
331,43.8356
332,43.8356
333,43.2485
334,44.4227
335,45.2055
336,45.0098
337,45.0098
338,45.0098
339,45.5969
340,45.5969
341,45.9883
342,45.7926
343,45.5969
344,46.3796
345,46.7710
346,46.5753
347,46.1840
348,45.5969
349,45.7926
350,45.4012
351,44.8141
352,44.6184
353,44.2270
354,44.2270
355,44.6184
356,44.6184
357,43.2485
358,41.8787
359,42.4658
360,42.2701
361,41.4873
362,42.2701
363,41.6830
364,39.7260
365,40.5088
366,41.4873
367,40.3131
368,40.7045
369,41.0959
370,40.7045
371,40.1174
372,39.9217
373,40.7045
374,40.3131
375,38.3562
376,38.7476
377,38.9432
378,38.3562
379,38.3562
380,38.1605
381,38.9432
382,38.5519
383,38.5519
384,37.9648
385,37.3777
386,37.1820
387,36.9863
388,36.2035
389,36.0078
390,35.8121
391,35.6164
392,35.6164
393,36.3992
394,36.9863
395,35.2250
396,35.2250
397,36.0078
398,35.0294
399,33.6595
400,32.8767
401,30.9198
402,29.7456
403,29.5499
404,29.1585
405,27.7887
406,27.9843
407,26.6145
408,26.4188
409,25.4403
410,25.8317
411,25.8317
412,25.6360
413,23.8748
414,24.4618
415,23.8748
416,24.0704
417,23.4834
418,23.6791
419,24.6575
420,24.2661
421,24.0704
422,24.6575
423,24.0704
424,24.2661
425,24.4618
426,23.8748
427,24.2661
428,24.2661
429,22.7006
430,22.5049
431,22.5049
432,21.5264
433,21.5264
434,21.1350
435,20.9393
436,20.9393
437,21.5264
438,22.1135
439,22.5049
440,23.0920
441,22.8963
442,23.2877
443,23.6791
444,24.6575
445,24.6575
446,25.0489
447,26.0274
448,26.0274
449,26.4188
450,26.8102
451,26.4188
452,27.0059
453,26.8102
454,26.8102
455,27.0059
456,26.2231
457,26.0274
458,26.8102
459,26.8102
460,26.4188
461,27.0059
462,28.5714
463,28.1800
464,27.9843
465,27.3973
466,27.0059
467,27.9843
468,28.5714
469,27.7887
470,27.5930
471,27.3973
472,27.3973
473,27.0059
474,26.8102
475,27.0059
476,27.0059
477,27.3973
478,27.5930
479,27.7887
480,27.3973
481,27.2016
482,26.8102
483,25.6360
484,25.8317
485,27.0059
486,26.0274
487,26.4188
488,26.8102
489,27.3973
490,26.8102
491,26.2231
492,26.2231
493,27.9843
494,27.5930
495,28.1800
496,28.3757
497,28.5714
498,28.1800
499,29.1585
500,29.1585
501,30.7241
502,31.3112
503,31.7025
504,32.0939
505,32.0939
506,32.4853
507,32.8767
508,33.0724
509,33.8552
510,33.8552
511,34.4423
512,34.8337
513,35.4207
514,35.2250
515,36.2035
516,36.2035
517,35.8121
518,35.4207
519,35.4207
520,35.6164
521,35.2250
522,35.4207
523,36.0078
524,36.2035
525,35.6164
526,35.2250
527,36.5949
528,37.1820
529,36.5949
530,37.1820
531,37.7691
532,36.7906
533,36.3992
534,36.2035
535,35.6164
536,35.8121
537,34.2466
538,34.2466
539,33.8552
540,32.8767
541,32.8767
542,32.0939
543,32.0939
544,32.4853
545,32.0939
546,33.4638
547,33.6595
548,33.0724
549,33.0724
550,32.6810
551,32.6810
552,32.0939
553,31.8982
554,31.8982
555,31.5068
556,31.7025
557,32.4853
558,32.2896
559,30.9198
560,31.5068
561,31.7025
562,31.8982
563,31.5068
564,31.5068
565,31.8982
566,32.0939
567,31.1155
568,31.1155
569,30.9198
570,30.7241
571,30.7241
572,30.1370
573,29.7456
574,29.5499
575,28.3757
576,27.7887
577,27.5930
578,27.2016
579,27.3973
580,27.7887
581,27.7887
582,26.0274
583,25.6360
584,26.0274
585,25.8317
586,25.0489
587,25.0489
588,24.2661
589,24.0704
590,23.8748
591,24.4618
592,25.0489
593,24.6575
594,24.6575
595,24.4618
596,24.4618
597,24.6575
598,24.8532
599,24.8532
600,25.6360
601,26.0274
602,26.6145
603,27.7887
604,27.2016
605,27.5930
606,27.7887
