fname,Total White Area(pixel),Total ROI Area(pixel),Total Ratio%,Mean of NorRatio%,Stddev of NorRatio%,RC(um)
,,,,,,
RAC_02.tif,67709,210170,32.2163,34.5262,6.6182,0.7195
