 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,0.178,3.671,0.166,0.887,0.591,1.500,0.724
2,0.087,1.785,0.343,0.568,0.409,1.391,0.482
3,0.037,0.800,0.726,0.280,0.236,1.189,0.257
4,0.212,4.276,0.146,1.187,0.683,1.738,0.901
5,0.111,2.261,0.272,0.736,0.336,2.186,0.497
6,0.008,0.324,0.941,0.144,0.065,2.236,0.096
7,0.358,6.364,0.111,1.378,0.944,1.460,1.140
8,0.658,7.898,0.133,1.953,0.918,2.128,1.339
9,0.172,4.093,0.129,1.186,0.537,2.211,0.798
10,0.017,0.555,0.680,0.221,0.150,1.480,0.182
11,1.234,18.663,0.045,3.156,1.528,2.066,2.196
12,0.114,1.694,0.500,0.647,0.311,2.082,0.448
13,0.040,0.874,0.655,0.336,0.237,1.414,0.282
14,0.025,0.752,0.565,0.329,0.129,2.550,0.206
15,0.072,1.737,0.299,0.579,0.379,1.526,0.468
16,0.020,0.587,0.724,0.215,0.172,1.250,0.192
17,0.132,2.170,0.352,0.700,0.387,1.809,0.521
18,0.050,1.038,0.588,0.397,0.219,1.808,0.295
19,0.058,1.028,0.688,0.406,0.236,1.722,0.309
20,0.067,1.071,0.735,0.427,0.289,1.477,0.351
21,1.136,14.573,0.067,2.972,1.214,2.447,1.899
22,0.121,2.765,0.199,0.742,0.452,1.644,0.579
23,0.643,6.093,0.218,1.463,1.118,1.308,1.279
24,0.015,0.931,0.214,0.432,0.065,6.700,0.167
25,0.195,3.690,0.180,1.279,0.476,2.685,0.780
26,0.021,0.519,0.970,0.203,0.151,1.348,0.175
27,0.211,3.502,0.217,0.793,0.640,1.240,0.713
28,0.006,0.342,0.597,0.152,0.065,2.357,0.099
29,1.190,16.505,0.055,2.401,1.957,1.226,2.168
30,0.017,0.580,0.622,0.260,0.102,2.547,0.163
31,0.018,0.616,0.613,0.245,0.151,1.629,0.192
32,1.030,13.730,0.069,3.597,1.112,3.234,2.000
33,0.143,1.912,0.491,0.705,0.379,1.860,0.517
34,0.008,0.329,0.965,0.138,0.106,1.294,0.121
35,0.011,0.385,0.941,0.144,0.108,1.342,0.125
36,0.015,0.532,0.678,0.225,0.108,2.088,0.155
37,0.102,1.325,0.732,0.502,0.323,1.556,0.402
38,2.400,30.696,0.032,4.235,2.306,1.837,3.125
39,0.103,2.036,0.311,0.725,0.249,2.909,0.425
40,0.018,0.507,0.906,0.203,0.146,1.389,0.172
41,1.756,26.079,0.032,4.889,1.389,3.520,2.606
42,0.459,6.070,0.156,1.570,0.905,1.734,1.192
43,0.005,0.410,0.346,0.195,0.043,4.528,0.092
44,0.099,1.745,0.410,0.447,0.394,1.135,0.420
45,0.012,0.433,0.774,0.184,0.106,1.737,0.139
46,0.012,0.390,0.954,0.164,0.106,1.548,0.132
47,1.127,10.846,0.120,2.153,1.255,1.715,1.644
48,0.118,1.441,0.716,0.524,0.364,1.437,0.437
49,0.849,8.387,0.152,1.535,1.338,1.148,1.433
50,0.206,2.591,0.385,0.789,0.614,1.286,0.696
