level,Radio_with_normalized_depth_%
0,49.9267
1,52.3716
2,52.1271
3,50.5623
4,50.0244
5,49.5355
6,49.3888
7,48.3130
8,47.9218
9,47.6773
10,47.2861
11,47.1394
12,46.4548
13,46.4548
14,46.0636
15,46.3081
16,45.9658
17,44.7922
18,45.2812
19,44.6455
20,45.2323
21,45.0367
22,45.6235
23,46.7971
24,46.8460
25,46.0147
26,45.4279
27,45.2323
28,44.0098
29,43.2763
30,43.2274
31,42.5428
32,41.6626
33,42.2983
34,42.6895
35,43.8142
36,44.5966
37,45.7213
38,45.2323
39,45.4768
40,43.7653
41,44.3032
42,44.2054
43,43.6675
44,44.1076
45,43.9609
46,43.5697
47,42.7384
48,41.7604
49,41.2225
50,39.6577
51,39.3154
52,39.1687
53,38.5330
54,38.1907
55,36.2836
56,34.9144
57,34.7677
58,34.1809
59,34.0831
60,34.1320
61,34.3765
62,34.8655
63,35.0122
64,35.5012
65,35.1100
66,35.7946
67,35.2567
68,35.5012
69,35.7946
70,36.8704
71,37.6528
72,38.2885
73,38.3863
74,38.6308
75,38.4841
76,38.2396
77,37.7017
78,36.7726
79,36.7726
80,35.0122
81,35.1100
82,34.5721
83,35.1589
84,34.9144
85,34.8166
86,34.0342
87,34.0831
88,32.5183
89,32.6161
90,31.9315
91,31.1980
92,30.7090
93,30.4156
94,29.8778
95,30.5134
96,30.7090
97,31.5892
98,31.6381
99,32.6161
100,32.3227
101,33.6430
102,34.0831
103,34.2298
104,34.4254
105,35.4034
106,34.7677
107,34.9144
108,35.2567
109,34.9633
110,34.6699
111,34.1809
112,34.6699
113,35.0611
114,35.1589
115,35.5012
116,34.6699
117,34.5721
118,35.2078
119,34.5232
120,34.5721
121,34.6210
122,34.0342
123,33.3985
124,32.4694
125,32.3716
126,31.7359
127,32.2738
128,32.2738
129,32.5672
130,32.5672
131,32.3716
132,33.9853
133,33.9853
134,34.4254
135,34.2787
136,34.1809
137,33.3985
138,33.4963
139,32.9095
140,32.7139
141,32.2249
142,31.5892
143,31.8337
144,32.7139
145,32.9584
146,32.9095
147,32.8117
148,33.7408
149,33.1051
150,33.8386
151,34.5721
152,34.1320
153,34.6210
154,33.8875
155,34.5232
156,34.4743
157,34.7188
158,34.8166
159,34.5232
160,34.4254
161,34.7188
162,34.5232
163,33.6919
164,33.3007
165,32.6650
166,32.7628
167,33.2029
168,33.8386
169,34.1809
170,33.2518
171,32.6650
172,33.3007
173,32.7139
174,33.2518
175,33.2029
176,33.0562
177,32.4694
178,32.0782
179,31.9804
180,30.9535
181,30.5134
182,29.9267
183,30.8068
184,30.0245
185,29.9755
186,30.0733
187,30.0733
188,28.5086
189,29.1443
190,28.8020
191,28.3619
192,27.7262
193,27.2861
194,26.6504
195,26.6015
196,27.1394
197,26.0147
198,26.7482
199,27.3839
200,27.1394
201,28.4597
202,28.8020
203,30.2689
204,30.6112
205,30.4156
206,30.4156
207,30.8068
208,31.9804
209,33.0562
210,33.3496
211,34.8166
212,34.6699
213,35.4034
214,34.8166
215,34.2298
216,34.4254
217,34.2298
218,34.0831
219,33.9364
220,33.3985
221,34.0831
222,33.9364
223,33.9364
224,33.5452
225,33.0073
226,33.2518
227,33.3496
228,31.7359
229,31.4425
230,31.3447
231,31.2958
232,30.8068
233,30.8068
234,31.7848
235,31.5403
236,32.0293
237,32.8606
238,32.5183
239,32.6650
240,32.0293
241,32.7139
242,33.2029
243,33.0562
244,33.9364
245,34.2787
246,35.2078
247,34.8166
248,34.0342
249,34.4743
250,33.2029
251,33.7408
252,32.8606
253,33.1051
254,32.6650
255,32.4694
256,32.8606
257,33.5452
258,33.1540
259,33.7408
260,34.7677
261,35.3545
262,35.7457
263,35.6479
264,35.6968
265,34.4743
266,34.1809
267,33.5941
268,33.0073
269,32.7628
270,32.6161
271,32.5672
272,32.7139
273,33.2518
274,32.1760
275,31.5892
276,31.8826
277,31.6870
278,31.4914
279,31.9315
280,31.9804
281,32.1760
282,32.5672
283,32.6161
284,33.1051
285,33.0073
286,33.5452
287,33.4963
288,33.3007
289,32.6650
290,32.6161
291,33.0562
292,32.6650
293,33.0562
294,32.5183
295,33.1540
296,32.6161
297,31.9315
298,31.7848
299,31.6870
300,30.2689
301,31.1491
302,31.2469
303,31.0513
304,31.3447
305,31.1491
306,30.8068
307,30.6112
308,29.7311
309,29.8778
310,29.3399
311,29.3399
312,29.4866
313,29.5355
314,30.3178
315,30.7579
316,31.1002
317,31.4914
318,31.2958
319,31.0024
320,31.4425
321,31.3936
322,31.5403
323,31.7359
324,31.4914
325,31.5403
326,31.1491
327,31.2469
328,31.0024
