 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,0.025,0.598,0.887,0.239,0.191,1.250,0.214
2,3.186,18.635,0.115,5.089,2.660,1.913,3.679
3,0.078,1.116,0.786,0.488,0.191,2.550,0.306
4,0.369,4.350,0.245,1.972,0.335,5.885,0.813
5,0.046,1.336,0.323,0.624,0.096,6.519,0.244
6,0.195,1.753,0.796,0.667,0.469,1.421,0.559
7,0.089,1.156,0.841,0.500,0.239,2.088,0.346
8,0.060,1.020,0.719,0.434,0.191,2.264,0.288
9,0.108,1.319,0.778,0.493,0.383,1.287,0.434
10,0.449,4.679,0.258,1.221,0.862,1.416,1.026
11,0.442,2.914,0.655,1.197,0.604,1.982,0.850
12,0.089,1.471,0.519,0.672,0.191,3.509,0.359
13,0.637,6.603,0.184,2.256,1.153,1.957,1.613
14,0.060,0.869,0.993,0.349,0.239,1.456,0.289
15,0.108,1.280,0.827,0.546,0.323,1.692,0.420
16,0.850,7.600,0.185,2.563,0.906,2.829,1.524
17,0.738,5.260,0.335,2.038,0.733,2.782,1.222
18,0.124,1.303,0.916,0.500,0.383,1.305,0.438
19,0.089,1.342,0.623,0.600,0.236,2.547,0.376
20,0.486,4.144,0.355,1.713,0.565,3.033,0.984
21,0.167,1.630,0.792,0.600,0.469,1.278,0.531
22,0.199,1.602,0.977,0.600,0.474,1.266,0.533
23,0.078,1.088,0.827,0.454,0.239,1.897,0.330
24,0.041,0.705,1.000,0.307,0.227,1.350,0.264
25,0.174,1.686,0.770,0.707,0.364,1.942,0.507
26,0.039,1.060,0.436,0.412,0.211,1.955,0.295
27,0.481,3.642,0.456,1.315,0.822,1.599,1.039
28,0.108,1.602,0.528,0.690,0.269,2.567,0.431
29,0.410,2.949,0.593,1.121,0.622,1.801,0.835
30,0.305,2.566,0.582,1.036,0.474,2.185,0.701
31,1.068,7.250,0.255,1.743,1.399,1.246,1.561
32,0.456,2.914,0.675,1.166,0.569,2.051,0.814
33,0.099,1.184,0.884,0.452,0.335,1.348,0.389
34,0.424,3.635,0.403,1.435,0.611,2.349,0.936
35,0.481,3.897,0.398,1.714,0.492,3.481,0.919
36,0.028,0.750,0.615,0.349,0.096,3.640,0.183
37,0.028,0.913,0.415,0.434,0.096,4.528,0.204
38,0.089,1.060,1.000,0.386,0.335,1.152,0.360
39,0.284,2.830,0.446,1.102,0.549,2.007,0.778
40,0.708,4.296,0.482,1.609,0.908,1.772,1.209
41,0.197,1.618,0.946,0.600,0.479,1.253,0.536
42,0.211,1.714,0.902,0.651,0.484,1.344,0.562
43,0.163,1.455,0.966,0.560,0.383,1.463,0.463
44,0.124,2.344,0.283,1.063,0.227,4.684,0.491
45,0.039,0.925,0.573,0.395,0.191,2.062,0.275
46,0.092,1.139,0.887,0.493,0.271,1.820,0.365
47,0.154,1.427,0.948,0.546,0.406,1.344,0.471
48,0.401,3.659,0.376,1.092,0.699,1.561,0.874
49,0.339,2.311,0.798,0.883,0.596,1.482,0.725
50,0.413,3.157,0.520,1.302,0.479,2.720,0.790
51,0.080,1.004,1.000,0.386,0.305,1.267,0.343
52,0.124,1.263,0.975,0.493,0.364,1.354,0.424
53,2.846,19.912,0.090,5.298,2.102,2.521,3.337
54,0.064,0.992,0.819,0.395,0.239,1.649,0.307
55,0.286,4.492,0.178,1.771,0.556,3.187,0.992
56,0.099,1.100,1.000,0.409,0.335,1.221,0.370
57,0.600,6.766,0.165,2.596,0.826,3.144,1.464
58,1.169,11.136,0.118,3.897,0.834,4.670,1.803
59,0.424,3.332,0.480,1.264,0.689,1.835,0.933
60,0.376,3.224,0.454,1.046,0.739,1.415,0.879
61,0.605,4.560,0.366,1.927,0.730,2.640,1.186
62,0.133,1.331,0.943,0.500,0.383,1.305,0.438
63,0.456,3.986,0.361,1.662,0.550,3.019,0.956
64,0.048,0.745,1.000,0.321,0.236,1.364,0.275
65,0.330,4.161,0.240,1.817,0.477,3.809,0.931
66,1.526,9.218,0.226,3.267,1.346,2.427,2.097
67,0.406,3.208,0.495,1.264,0.624,2.025,0.888
68,0.316,2.599,0.588,0.987,0.580,1.701,0.757
69,0.071,0.936,1.000,0.365,0.287,1.269,0.324
70,0.073,0.936,1.000,0.365,0.287,1.269,0.324
71,0.099,1.223,0.827,0.516,0.287,1.795,0.385
72,0.055,0.869,0.916,0.374,0.237,1.578,0.298
73,0.286,2.216,0.733,0.921,0.450,2.048,0.643
74,0.087,1.060,0.974,0.412,0.332,1.241,0.370
75,0.330,4.081,0.249,1.208,0.728,1.659,0.938
76,0.083,1.032,0.974,0.409,0.287,1.424,0.343
77,0.140,1.331,0.992,0.493,0.406,1.213,0.447
78,0.057,0.829,1.000,0.345,0.239,1.442,0.287
79,0.080,1.020,0.968,0.428,0.239,1.789,0.320
80,0.225,2.419,0.482,0.963,0.426,2.262,0.641
81,0.241,2.396,0.527,0.880,0.527,1.671,0.681
82,0.603,4.063,0.459,1.787,0.479,3.734,0.925
