 ,Area,Perim.,Circ.,d1,d2,D1divD2,DC
1,0.821,15.081,0.045,2.093,1.372,1.526,1.694
2,0.004,0.227,0.892,0.085,0.073,1.163,0.079
3,0.004,0.296,0.587,0.133,0.053,2.530,0.084
4,8.378,104.192,0.010,8.120,5.733,1.416,6.823
5,0.002,0.146,1.000,0.061,0.042,1.458,0.051
6,0.006,0.317,0.692,0.127,0.063,2.014,0.090
7,0.013,0.503,0.638,0.190,0.105,1.803,0.141
8,0.003,0.212,0.774,0.094,0.047,1.983,0.067
9,0.005,0.263,0.988,0.104,0.074,1.407,0.087
10,0.022,0.858,0.375,0.268,0.137,1.966,0.191
11,0.001,0.201,0.346,0.097,0.021,4.610,0.045
12,0.001,0.138,0.736,0.067,0.021,3.162,0.037
13,0.090,2.161,0.241,0.617,0.316,1.953,0.441
14,0.005,0.384,0.434,0.180,0.032,5.706,0.075
15,0.251,5.039,0.124,1.660,0.422,3.933,0.837
16,0.012,0.565,0.462,0.250,0.097,2.583,0.156
17,0.199,3.170,0.249,1.078,0.384,2.807,0.643
18,0.094,2.003,0.295,0.715,0.211,3.395,0.388
19,0.241,4.312,0.163,0.930,0.684,1.360,0.798
20,0.006,0.407,0.455,0.161,0.075,2.133,0.110
21,0.171,2.501,0.343,0.853,0.460,1.853,0.627
22,0.037,1.238,0.305,0.356,0.219,1.625,0.279
23,0.003,0.224,0.692,0.097,0.042,2.305,0.064
24,0.066,1.642,0.308,0.640,0.218,2.939,0.374
25,0.002,0.233,0.564,0.090,0.053,1.709,0.069
26,4.713,66.462,0.013,5.794,4.276,1.355,4.977
27,0.016,0.559,0.655,0.213,0.137,1.558,0.171
28,0.117,1.816,0.446,0.716,0.333,2.152,0.488
29,0.012,0.446,0.762,0.181,0.116,1.567,0.145
30,0.125,2.253,0.309,0.869,0.329,2.640,0.535
31,0.063,1.366,0.425,0.497,0.234,2.125,0.341
32,0.012,0.449,0.719,0.194,0.084,2.305,0.128
33,0.006,0.305,0.794,0.132,0.073,1.801,0.098
34,0.017,0.595,0.610,0.237,0.122,1.950,0.170
35,0.127,2.795,0.205,0.978,0.395,2.477,0.621
36,0.090,1.861,0.327,0.677,0.345,1.962,0.483
37,0.013,0.443,0.860,0.170,0.116,1.469,0.140
38,0.008,0.409,0.624,0.173,0.084,2.050,0.121
39,0.057,0.997,0.726,0.347,0.214,1.619,0.273
40,0.019,0.689,0.496,0.270,0.125,2.157,0.184
41,0.004,0.257,0.845,0.097,0.074,1.317,0.085
42,0.004,0.392,0.345,0.140,0.058,2.406,0.091
43,0.014,0.445,0.864,0.166,0.122,1.360,0.143
44,0.012,0.443,0.768,0.170,0.111,1.536,0.137
45,0.012,0.409,0.890,0.160,0.112,1.436,0.134
46,0.013,0.487,0.680,0.202,0.098,2.063,0.141
47,0.004,0.248,0.906,0.100,0.063,1.581,0.079
48,0.147,2.781,0.239,0.805,0.374,2.154,0.549
49,0.050,0.933,0.727,0.336,0.208,1.615,0.264
50,0.004,0.275,0.717,0.116,0.053,2.209,0.078
51,0.002,0.233,0.538,0.097,0.042,2.305,0.064
52,0.054,0.943,0.767,0.381,0.220,1.737,0.289
53,0.331,5.934,0.118,1.642,0.692,2.371,1.066
54,0.004,0.290,0.662,0.120,0.063,1.900,0.087
55,0.016,0.542,0.679,0.230,0.098,2.334,0.150
56,0.020,0.751,0.457,0.320,0.111,2.872,0.189
57,0.008,0.455,0.471,0.197,0.063,3.114,0.111
58,0.023,0.869,0.382,0.317,0.149,2.121,0.217
59,0.006,0.322,0.764,0.123,0.087,1.415,0.104
60,0.011,0.528,0.489,0.237,0.073,3.241,0.131
61,0.003,0.254,0.582,0.104,0.059,1.768,0.078
62,0.004,0.295,0.591,0.127,0.056,2.252,0.084
63,0.004,0.248,0.838,0.091,0.073,1.236,0.081
64,0.007,0.347,0.740,0.149,0.063,2.357,0.097
65,0.059,1.123,0.586,0.434,0.192,2.264,0.288
66,0.008,0.329,0.877,0.127,0.095,1.343,0.110
67,0.034,0.888,0.539,0.339,0.200,1.694,0.260
68,0.024,0.860,0.401,0.337,0.151,2.237,0.225
69,0.073,2.059,0.217,0.702,0.304,2.313,0.462
70,0.066,1.364,0.446,0.503,0.228,2.208,0.339
71,0.006,0.332,0.719,0.143,0.061,2.337,0.094
72,0.037,0.948,0.516,0.339,0.204,1.663,0.263
73,0.003,0.185,1.000,0.076,0.052,1.457,0.063
74,0.005,0.245,1.000,0.097,0.074,1.317,0.085
75,0.003,0.257,0.592,0.118,0.047,2.509,0.074
76,0.010,0.400,0.816,0.151,0.105,1.432,0.126
77,0.536,8.416,0.095,1.816,0.810,2.241,1.213
78,0.108,3.094,0.142,0.786,0.473,1.663,0.610
79,0.161,2.323,0.376,0.915,0.306,2.993,0.529
80,0.003,0.206,0.821,0.091,0.056,1.603,0.072
81,0.018,0.606,0.602,0.250,0.109,2.294,0.165
82,0.010,0.392,0.826,0.160,0.094,1.703,0.123
83,0.060,1.439,0.364,0.463,0.295,1.570,0.369
84,0.016,0.601,0.570,0.243,0.108,2.252,0.162
85,0.155,2.322,0.360,0.893,0.364,2.453,0.570
86,0.080,2.922,0.118,0.812,0.329,2.465,0.517
87,0.003,0.229,0.740,0.097,0.052,1.863,0.071
88,0.251,4.218,0.177,1.332,0.397,3.359,0.727
