fname,Total White Area(pixel),Total ROI Area(pixel),Total Ratio%,Mean of NorRatio%,Stddev of NorRatio%,RC(um)
08172024_RAC_Invar_600C_CO_0002.jpg,291266,974019,29.9035,32.0107,3.3932,0.5311
